ATMUS FILTRATION TECHNOLOGIES ORD SHS,US04956D1072        ,4137,261821,0
ATRAE ORD SHS,JP3121890002        ,64625,524674,0
ATRESMEDIA CORPORATION DE MEDIOS COMMUNICATION SA,ES0109427734        ,23551,172125,0
AUB GROUP LIMITED,AU000000AUB9        ,53326,1663757,0
AUCTION TECHNOLOGY ORD,GB00BMVQDZ64        ,3780,42055,0
AUDINATE GROUP LTD,AU000000AD88        ,18964,140520,0
AUDIOCODES LTD,IL0010829658        ,4716,75462,0
AURINIA PHARMACEUTICALS ORD SHS,CA05156V1022        ,19912,288806,0
AURIZON HOLDINGS LIMITED,AU000000AZJ1        ,6509555,21156052,0.0004
AUROBINDO PHARMA LTD,INE406A01037        ,234372,5900435,0.0001
AUSTAL LIMITED,AU000000ASB3        ,2130045,6603141,0.0001
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,AU0000261414        ,559031,57574009,0.0011
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,AU0000261422        ,191024,19914256,0.0004
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,AU0000267783        ,296,30584,0
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED CAP NOTE,AU0000321788        ,434,45395,0
AUSTRALIAN CLINICAL LABS LTD ORD FULLY PAID DEFERRED SETTLEMENT,AU0000148496        ,67831,233338,0
AUTO TRADER GROUP PLC,GB00BVYVFW23        ,47594,763441,0
AUTODESK INC,US0527691069        ,23737,11331744,0.0002
AUTOHOME INC,US05278C1071        ,5186,217364,0
AUTOMATIC DATA PROC.,US0530151036        ,13333,6303663,0.0001
AUTOZONE INC,US0533321024        ,598,3093876,0.0001
AVADEL PHARMACEUTICALS ORD SHS,IE00BDGMC594        ,397746,6751691,0.0001
AVANTOR INC,US05352A1007        ,8172,278107,0
AVANZA BANK HOLDING AB,SE0012454072        ,3795,151400,0
AVENUE SUPERMARTS LTD,INE192R01011        ,41799,2808673,0.0001
AVEPOINT INC,US0536041041        ,34363,916315,0
AVERY DENNISON CO US,US0536111091        ,4812,1454230,0
AVIDITY BIOSCIENCES INC,US05370A1088        ,85204,4001814,0.0001
AVITA MEDICAL INC,AU000000AVH4        ,19298,82017,0
AVIVA ORD,GB00BPQY8M80        ,38198,362223,0
AVNET INC,US0538071038        ,24123,2038462,0
AVON RUBBER PLC,GB0000667013        ,1035,30770,0
AXA,FR0000120628        ,25162,1444290,0
AXIS BANK INR2,INE238A01034        ,482473,9690830,0.0002
AXIS CAPITAL HOLDING,BMG0692U1099        ,2671,382311,0
AXON ENTERPRISE I COM USD 0.00001,US05464C1018        ,2837,2723373,0.0001
AZBIL CORP,JP3937200008        ,11912,150266,0
AZEK COMPANY INC,US05478C1053        ,25277,1937965,0
AZIMUT HOLDING SPA,IT0003261697        ,17037,683578,0
B AND M EUROPEAN VALUE RETAIL SA,LU1072616219        ,31598,234571,0
B3 SA BRASIL BOLSA BALCAO,BRB3SAACNOR6        ,12733,34354,0
BABCOCK INTERNATIONAL GROUP PLC,GB0009697037        ,6525,66058,0
BACHEM HOLDING AG CHF0.01 REGD SUBD,CH1176493729        ,300,30942,0
BADGER METER INC,US0565251081        ,660,226242,0
BAE SYSTEMS PLC,GB0002634946        ,36361,844721,0
BAJAJ AUTO,INE917I01010        ,11840,1965304,0
BAJAJ FINANCE LTD INR2,INE296A01024        ,42393,5456715,0.0001
BAJAJ FINSERV LTD INR1 POST SUB,INE918I01026        ,44265,1309476,0
BAKER HUGHES COMPANY,US05722G1004        ,40273,2668160,0.0001
BAKKAVOR GROUP PLC,GB00BF8J3Z99        ,11253,33232,0
BALFOUR BEATTY PLC,GB0000961622        ,31856,293059,0
BALL CORP COM NPV,US0584981064        ,17395,1548875,0
BALOISE HOLDING-REG,CH0012410517        ,522,152596,0
BALTIC CLASSIFIEDS GROUP PLC,GB00BN44P254        ,14598,93013,0
BANCA GENERALI SPA,IT0001031084        ,9969,747927,0
BANCA IFIS SPA,IT0003188064        ,18336,649521,0
BANCA MONTE DEI PASCHI DI SIENA ORD,IT0005508921        ,212352,2417143,0
BANCA POPOL EMILIA ROMAGNA,IT0000066123        ,14808,151914,0
BANCA POPOLARE DI SONDRIO SCPA,IT0000784196        ,10064,137006,0
BANCO ABC BRASIL SA,BRABCBACNPR4        ,51738,261191,0
BANCO BICAYA ARGENTARIA SA,ES0113211835        ,94004,1486025,0
BANCO BPM SPA,IT0005218380        ,15496,202457,0
BANCO BRADESCO SA-PREF,BRBBDCACNPR8        ,11874,35886,0
BANCO COMERCIAL PORTUGUES SA,PTBCP0AM0015        ,9037609,7023935,0.0001
BANCO DE SABADELL SA,ES0113860A34        ,77543,243421,0
BANCO DEL BAJIO SA INSTITUCION DE BANCA MULTIPLE,MX41BB000000        ,24961,80948,0
BANCO ESTADO RIO GRANDE DO SUL,BRBRSRACNPB4        ,42243,112649,0
BANCO SANTANDER -GBP,ES0113900J37        ,4888,36485,0
BANCO SANTANDER CENTRAL HISP,ES0113900J37        ,250428,1869864,0
BANDAI NAMCO HOLDINGS NPV,JP3778630008        ,7166,278319,0
BANG & OLUFSEN DKK10,DK0010218429        ,10390,21881,0
BANGKOK LIFE ASSURANCE PCL,TH1016010007        ,49110,49087,0
BANK CENTRAL ASIA TBK PT,ID1000109507        ,17002646,16507474,0.0003
BANK HAPOALIM LTD,IL0006625771        ,18030,351820,0
BANK LEUMI LE-ISRAEL,IL0006046119        ,24325,467418,0
BANK MANDIRI PERS IDR125,ID1000095003        ,28118989,16083765,0.0003
BANK OF AMERICA CORPORATION,US0605051046        ,3131153,222263069,0.0042
BANK OF CHANGSHA CO LTD,CNE100003F50        ,189277,372328,0
BANK OF CHINA LTD HK,CNE1000001Z5        ,301146,248579,0
BANK OF GEORGIA GR ORD,GB00BF4HYT85        ,1980,188642,0
BANK OF INNOVATION INC,JP3778460000        ,5103,356634,0
BANK OF IRELAND GROUP,IE00BD1RP616        ,2033,29424,0
BANK OF IRELAND GR EUR1,IE00BD1RP616        ,15719,231502,0
BANK OF MONTREAL CAD,CA0636711016        ,8801,1379247,0
BANK OF NANJING CO LTD,CNE100000627        ,1200901,2829976,0.0001
BANK OF NEW YORK MELLON CORP,US0640581007        ,84176,10445333,0.0002
BANK OF NOVA SCOTIA CAD,CA0641491075        ,14899,1291497,0
BANK OF QINGDAO CO LTDA,CNE100003K38        ,81148,69668,0
BANK OF QINGDAO ORD SHS,CNE100002391        ,26421,15876,0
BANK OF QUEENSLAND,AU000000BOQ8        ,136533,914774,0
BANK OZK COM USD0.01,US06417N1037        ,2722,195798,0
BANKINTER SA,ES0113679I37        ,243460,3110824,0.0001
BANKUNITED INC,US06652K1034        ,12314,759122,0
BANQUE CANTONALE VAUDOISE,CH0531751755        ,267,39759,0
BAOZUN INC,KYG0891M1069        ,294690,452801,0
BAOZUN INC,US06684L1035        ,260188,1143035,0
BAPCOR LIMITED ORDINARY FULLY PAID,AU000000BAP9        ,552777,2609106,0
BARCLAYS PLC,GB0031348658        ,236099,1280615,0
BARCO NPV POST SPLIT,BE0974362940        ,8272,144984,0
BARRATT REDROW PLC,GB0000811801        ,23439,208656,0
BARRICK GOLD CORP,CA0679011084        ,28560,714909,0
BARRY CALLEBAUT AG - REG,CH0009002962        ,41,87679,0
BASF SE,DE000BASF111        ,10738,762557,0
BATH AND BODY WORKS INC,US0708301041        ,5145,322154,0
BAUSCH HEALTH COMP COM NPV,CA0717341071        ,13718,178574,0
BAWAG GROUP AG,AT0000BAWAG2        ,25627,3478090,0.0001
BAXTER INTERNATIONAL INC EQUITY,US0718131099        ,30727,1447139,0
BAYCURRENT CONSULTING INC,JP3835250006        ,32332,1767687,0
BAYER AG,DE000BAY0017        ,11820,381815,0
BAYERISCHE MOTOREN WERKE AG,DE0005190003        ,3488,460688,0
BAYERISCHE MOTOREN WERKE-PFD,DE0005190037        ,671,81295,0
BB SEGURIDADE PARTICIPACOES COM NPV,BRBBSEACNOR5        ,333635,3155781,0.0001
BB SEGURIDADE PARTISPON ADR,US05541J1034        ,8801,83439,0
BDO UNIBANK INC,PHY077751022        ,1452091,5838411,0.0001
BE SEMICONDUCTOR EUR0,NL0012866412        ,50278,11124807,0.0002
BEACH ENERGY LTD,AU000000BPT9        ,2754433,3842435,0.0001
BECHTLE AG,DE0005158703        ,934,48556,0
BECTON DICKINSON AND COMPANY,US0758871091        ,10515,3853045,0.0001
BEGA CHEESE LIMITED,AU000000BGA8        ,60615,349747,0
BEIERSDORF AG,DE0005200000        ,1194,247571,0
BEIJER REF AB SER`B`NPV,SE0015949748        ,4112,98032,0
BEIJING JOIN CHEER SOFTWARE CO LTD,CNE000001QL7        ,230508,319800,0
BELIMO HOLDING AG CHF0.05 (REGD),CH1101098163        ,322,344487,0
BELLEVUE GOLD LIMITED ORDINARY FULLY PAID,AU0000019374        ,21171223,23817625,0.0005
BELLRING BRANDS INC,US07831C1036        ,3282,399310,0
BELLWAY GBP0.125,GB0000904986        ,3857,194439,0
BENDIGO AND ADELAIDE BANK LIMITED,AU000000BEN6        ,122919,1610240,0
BENTLEY SYSTEMS INC,US08265T2087        ,1886,142246,0
BERKELEY GROUP HOLDINGS ORD GBP0.05611047,GB00BP0RGD03        ,1165,91894,0
BERKSHIRE HATHAWAY INC - CLASS B,US0846707026        ,51619,37790627,0.0007
BEST BUY CO INC,US0865161014        ,11898,1648781,0
BETSSON ABB,SE0022726485        ,29448,618140,0
BH CO LTD,KR7090460007        ,7678,146316,0
BHARAT ELECTRONICS LTD,INE263A01024        ,208886,1155206,0
BHP GROUP LIMITED ORDINARY FULLY PAID,AU000000BHP4        ,35083108,1387536921,0.0263
BICARA THERAPEUTICS INC,US0554771032        ,29978,843431,0
BILFINGER SE,DE0005909006        ,2177,168367,0
BILL COM HOLDINGS INC,US0900431000        ,2497,341630,0
BIMOBJECT AB,SE0011644376        ,3260,2120,0
BIO RAD LABORATORIES INC CLASS A,US0905722072        ,251,133417,0
BIO TECHNE CORP,US09073M1045        ,11280,1312338,0
BIOGEN INC,US09062X1037        ,7400,1827753,0
BIOHAVEN LTD,VGG1110E1079        ,82163,4956448,0.0001
BIOMARIN PHARMACEUTICAL INC,US09061G1013        ,2829,300317,0
BIOMERIEUX NPV,FR0013280286        ,472,81721,0
BIPROGY INC,JP3754200008        ,14718,720734,0
BIZLINK HOLDING INC,KYG114741062        ,3881,117013,0
BEIJING ULTRAPOWER SOFTWARE,CNE100000H51        ,77800,199520,0
BLACKBERRY LTD COM NPV,CA09228F1036        ,38007,232036,0
BLACKLINE INC,US09239B1098        ,1559,153019,0
BLACKLINE SAFETY CORP,CA0923821007        ,13199,101238,0
BLACKROCK INC,US09290D1019        ,4697,7777006,0.0001
BLACKSTONE  INC,US09260D1072        ,23348,6502033,0.0001
BLEND LABS ORD SHS CLASS A,US09352U1088        ,35025,238160,0
BLOCK INC,US8522341036        ,255817,35115689,0.0007
BLOCK INC CDI,AU0000187353        ,303879,42840908,0.0008
BLOOMSBURY PUBLISHING PLC,GB0033147751        ,3215,43835,0
BLUE STAR ORD SHS,INE472A01039        ,4775,192705,0
BLUEPRINT MEDICINES CORP,US09627Y1091        ,13048,1838118,0
BLUESCOPE STEEL LIMITED,AU000000BSL0        ,5067526,94712054,0.0018
BNK FINANCIAL GROUP INC,KR7138930003        ,19183,217619,0
BNP PARIBAS SA,FR0000131104        ,256883,25442392,0.0005
BNP PARIBAS SA,US05565A2024        ,18043,894644,0
BANK OF CHINA HONG KONG (HOLDINGS) LIMITED,HK2388011192        ,44633,231540,0
BODYCOTE PLC,GB00B3FLWH99        ,12018,153882,0
BOEING CO COM US$5,US0970231058        ,55723,15929830,0.0003
BOLIDEN ORD SHS,SE0020050417        ,3291,149365,0
BOLLORE SE,FR0000039299        ,8118,80649,0
BOMBARDIER INC CLASS`B`SUB-VTG NPV,CA0977518616        ,2106,231207,0
BOOKING HOLDINGS INC COM,US09857L1089        ,1396,11205271,0.0002
BOOZ ALLEN HAMILTON A CS USD,US0995021062        ,1572,326679,0
BORGWARNER INC,US0997241064        ,18142,931483,0
BOSIDENG INTERNATIONAL HOLDING,KYG126521064        ,3257020,2627543,0
BOSS ENERGY LTD,AU000000BOE4        ,1885946,4582849,0.0001
BOSTON SCIENTIFIC CORP COM USD,US1011371077        ,471443,68011411,0.0013
BOTANIX PHARMACEUTICALS LTD ORDINARY FULLY PAID,AU000000BOT2        ,9884690,4299840,0.0001
BOUYGUES,FR0000120503        ,2159,103070,0
BOX INX,US10316T1043        ,60659,3095879,0.0001
BOYD GAMING CORPORATION,US1033041013        ,16102,1886530,0
BP P.L.C,GB0007980591        ,230659,1833621,0
BRAMBLES LIMITED,AU000000BXB1        ,1454829,27990915,0.0005
BRAVURA SOLUTIONS LIMITED ORDINARY FULLY PAID,AU000000BVS9        ,46455,104524,0
BREEDON GROUP PLC,GB00BM8NFJ84        ,11909,107319,0
BRENNTAG SE,DE000A1DAHH0        ,1563,151341,0
BREVILLE GROUP LIMITED,AU000000BRG2        ,45717,1617461,0
BRIDGEBIO PHARMA INC,US10806X1028        ,61845,2740882,0.0001
BRIDGEPOINT GROUP,GB00BND88V85        ,11585,84359,0
BRIDGESTONE CORP,JP3830800003        ,6852,376036,0
BRIGHTCOVE INC,US10921T1016        ,30855,216782,0
BRIGHTHOUSE FINANCIAL INC,US10922N1037        ,8900,690537,0
BRIGHTVIEW HOLDINGS INC,US10948C1071        ,3196,82536,0
BRILLIANCE CHINA AUTOMOTIVE HLDGS LTD,BMG1368B1028        ,1037841,824312,0
BRINKER INTERNATIONAL INC,US1096411004        ,1100,234993,0
BRISTOL MYERS SQUIBB COMPANY,US1101221083        ,66609,6084835,0.0001
BRITANNIA INDUSTRIES LTD,INE216A01030        ,5051,453804,0
BRITVIC PLC,GB00B0N8QD54        ,9607,254388,0
BROADCOM ORD SHS,US11135F1012        ,790409,295967619,0.0056
BROADRIDGE FINANCIAL SOLUTIONS LLC,US11133T1034        ,5455,1992026,0
BROOKFIELD ASSET MNGMT CL A ORD,CA1130041058        ,4275,374253,0
BROOKFIELD CORP,CA11271J1075        ,16470,1528166,0
BROOKFIELD RENEWABLE CORP,CA11285B1085        ,2270,101394,0
BROTHER INDUSTRIES LTD,JP3830000000        ,2640,73193,0
BROWN BROWN INC,US1152361010        ,11596,1910690,0
BROWN FORMAN CORP,US1156372096        ,16525,1013669,0
BUILDERS FIRSTSOURCE INC,US12008R1077        ,6189,1428667,0
BUNGE GLOBAL SA COM USD0.01,CH1300646267        ,10406,1306910,0
BUNKA SHUTTER CO LTD,JP3831600006        ,41228,824098,0
BUNZL PLC,GB00B0744B38        ,4042,269491,0
BURBERRY GROUP PLC,GB0031743007        ,11451,226995,0
BUREAU VERITAS SA,FR0006174348        ,3823,187581,0
BURGUNDY DIAMOND MINES LIMITED ORDINARY FULLY PAID,AU0000118994        ,9515510,846880,0
BURLINGTON STORES INC,US1220171060        ,899,414078,0
BURSA MALAYSIA BERHAD,MYL1818OO003        ,133343,431547,0
BUYSELL TECHNOLOGIES ORD SHS,JP3778270003        ,11621,324257,0
BUZZI S.P.A,IT0001347308        ,5650,336237,0
BWX TECHNOLOGIES I COM,US05605H1005        ,3739,672715,0
BYTES TECHNOLOGY LTD,GB00BMH18Q19        ,8335,71251,0
C.H. ROBINSON WORLDWIDE INC,US12541W2098        ,8129,1356449,0
CABOT OIL AND GAS CORP,US1270971039        ,40821,1683851,0
CACI INTERNATIONAL INC - CLASS A,US1271903049        ,558,363940,0
CADENCE DESIGN SYSTEMS INC,US1273871087        ,77464,37591526,0.0007
CAE INC,CA1247651088        ,3646,149453,0
CAESARS ENTERTAINMENT INC,US12769G1004        ,16584,895159,0
CAL-MAINE FOODS INC,US1280302027        ,1013,168430,0
CALERES INC COM USD 01,US1295001044        ,5660,211709,0
CALIBRE MINING CORP,CA13000C2058        ,15058,36357,0
CAMDEN NATIONAL CORP,US1330341082        ,16783,1158554,0
CANADIAN IMPERIAL BANK OF COMMERCE COM NPV,CA1360691010        ,11315,1155483,0
CANADIAN NATIONAL RAILWAY COMPANY,CA1363751027        ,7639,1252246,0
CANADIAN NATURAL RESOURCES ORD SHS,CA1363851017        ,25460,1268897,0
CANADIAN PACIFIC KANSAS CITY,CA13646K1084        ,307428,35933211,0.0007
CANADIAN TIRE CLASS 'A' CUM NON-VTG COM NPV,CA1366812024        ,566,96081,0
CANALSA,FR001400T0D6        ,8216,33735,0
CANON INC,JP3242800005        ,15194,805862,0
CAPCOM CO LTD,JP3218900003        ,57520,2053571,0
CAPGEMINI SA,FR0000125338        ,30589,8090861,0.0002
CAPITAL ONE FINANCIAL CORPORATION,US14040H1059        ,14368,4138165,0.0001
CAPRICORN METALS LTD ORDINARY FULLY PAID,AU000000CMM9        ,1955380,12279785,0.0002
CAPSTONE COPPER CO COM NPV,CA14071L1085        ,526909,5260442,0.0001
CAPSTONE COPPER CORP CDI,AU0000318552        ,6499775,63762795,0.0012
CARSALES COM LTD,AU000000CAR3        ,1026407,36981449,0.0007
CARDINAL HEALTH INC,US14149Y1082        ,11317,2161841,0
CARGO THERAPEUTICS ORD SHS,US14179K1016        ,41306,962020,0
CARGURUS INC,US1417881091        ,126516,7466506,0.0001
CARL ZEISS MEDITEC NPV,DE0005313704        ,459,34936,0
CARLISLE COS INC,US1423391002        ,566,337042,0
CARLSBERG AS - B,DK0010181759        ,1460,225884,0
CARLYLE GROUP INC,US14316J1088        ,2766,225560,0
CARMAX INC,US1431301027        ,10209,1348058,0
CARNIVAL CORP USD,PA1436583006        ,89584,3605631,0.0001
CARNIVAL PLC ADR,US14365C1036        ,2531,92008,0
CARREFOUR SA,FR0000120172        ,6526,149852,0
CARRIER GLOBAL CORPORATION,US14448C1045        ,30468,3359067,0.0001
CARTERS INC,US1462291097        ,1566,137100,0
CARVANA CO,US1468691027        ,22336,7336385,0.0001
CATALYST PHARMACEUTICAL INC,US14888U1016        ,2128,71729,0
CATAPULT GROUP INTERNATIONAL LTD ORDINARY FULLY PAID,AU000000CAT9        ,126366,468818,0
CATERPILLAR INC,US1491231015        ,15214,8914091,0.0002
CAVA GROUP INC,US1489291021        ,2004,365064,0
COMMONWEALTH BANK OF AUSTRALIA CAP NOTE 3-BBSW+2.85% PERP NON-CUM RED T-06-28,AU0000247348        ,583825,60658828,0.0011
CBOE GLOBAL MARKET,US12503M1080        ,5472,1726976,0
CCC SA,PLCCC0000016        ,1059,76124,0
CCL INDUSTRIES INC,CA1249003098        ,1823,151398,0
CD PROJEKT SA,PLOPTTC00011        ,22065,1651771,0
CD PROJEKT SA,US1251051066        ,3162,58833,0
CDW CORP,US12514G1085        ,15990,4494816,0.0001
CECONOMY AG ORD NPV,DE0007257503        ,11197,49328,0
CELANESE CORP SERIES A,US1508701034        ,10603,1185257,0
CELESTICA ORD SHS,CA15101Q2071        ,9500,1416150,0
CELLDEX THERAPEUTICS INC,US15117B2025        ,119870,4892390,0.0001
CELSIUS HOLDINGS INC,US15118V2079        ,62387,2654086,0.0001
CEMBRA MONEY BANK AG,CH0225173167        ,2510,366744,0
CENCORA INC COM,US03073E1055        ,45133,16378128,0.0003
CENOVUS ENERGY INC COM NPV,CA15135U1093        ,16533,404573,0
CENOVUS ENERGY INC US LISTING,CA15135U1093        ,18715,457937,0
CENTENE CORPORATION,US15135B1017        ,47982,4694707,0.0001
CENTERRA GOLD ORD SHS,CA1520061021        ,10295,94610,0
CENTRAL CHINA LAND MEDIA CO LTD,CNE0000000X4        ,156146,392496,0
CENTRAL JAPAN RAILWAY CO,JP3566800003        ,9304,283497,0
CENTRAL PACIFIC FINANCIAL CORP,US1547604090        ,627,29429,0
CES ENERGY SOLUTION CORP,CA15713J1049        ,6409,71399,0
CF INDUSTRIES HOLDINGS INC,US1252691001        ,10751,1481547,0
CG ONCOLOGY ORD SHS,US1569441009        ,23576,1092084,0
CG POWER AND INDUSTRIAL SOLUTIONS LTD,INE067A01029        ,236684,3250581,0.0001
CGI INC,CA12532H1047        ,2452,433034,0
CGI INC COM NPV SUB VTG SHS CL A,CA12532H1047        ,878,154965,0
CHAILEASE HOLDING CO LTD,KYG202881093        ,298952,1664238,0
CHALLENGER LIMITED,AU000000CGF5        ,1389115,8348584,0.0002
CHAMPION IRON LTD,AU000000CIA2        ,446623,2568080,0
CHANGHONG MEILING ORD SHS A,CNE000000BT4        ,336789,608099,0
CHANGJIANG JINGGONG BUILA,CNE000001BH7        ,58814,39302,0
CHANGZHENG ENGINEERING CO A,CNE100001VQ5        ,37926,130579,0
CHARLES RIVER LABORATORIES INTERNATIONAL INC,US1598641074        ,4141,1234669,0
CHARTER COMMUNICATIONS INC,US16119P1084        ,4492,2486977,0
CHECK POINT SOFTWARE TECH,IL0010824113        ,1269,382588,0
CHEIL WORLDWIDE INC,KR7030000004        ,2939,54645,0
CHELVETIA HOLDING CHF0.02 POST SUBD,CH0466642201        ,423,112647,0
CHESAPEAKE ENERGY COM USD0.01,US1651677353        ,2452,394193,0
CHEVRON CORP,US1667641005        ,51855,12130551,0.0002
CHIBA BANK LTD JPY,JP3511800009        ,6035,75820,0
CHICONY ELECTRONICS CO LTD,TW0002385002        ,153748,1151303,0
CHINA COMMUNICATIONS SERVICES CORPORATION LIMITED,CNE1000002G3        ,65686,62278,0
CHINA CONSTRUCTION BANK,CNE1000002H1        ,204132,275033,0
CHINA EASTERN AIRLINES CORPORATION LTD,CNE1000002K5        ,107119,57685,0
CHINA HAINAN RUBBER INDUSTRY GROUP CO LTD,CNE100000YM0        ,34713,41554,0
CHINA LIFE INSURANCE CO LTD,CNE1000002L3        ,16674,50894,0
CHINA MENGNIU DAIRY CO,KYG210961051        ,1352078,4936555,0.0001
CHINA MERCHANTS BANK CO LIMITED,CNE1000002M1        ,8590,71439,0
CHINA MERCHANTS PORT GROUPA,CNE000000818        ,56945,257928,0
CHINA PACIFIC INSURANCE GR H,CNE1000009Q7        ,3419573,17917201,0.0003
CHINA PACIFIC INSURANCE GROUP CO LTD,CNE1000008M8        ,9499,71633,0
CHINA PETROLEUM & CHEMICAL,CNE1000002Q2        ,12582363,11641795,0.0002
CHINA RAILWAY SIGNAL AND COMMUNICATION CORP LTD,CNE1000021L3        ,778633,561772,0
CHINA REINSURANCE GROUP CORP,CNE100002342        ,1708849,309115,0
CHINA RESOURCES BUILDING MATERIALS TECHNOLOGY HOLDINGS,KYG2113L1068        ,197058,65146,0
CHINA STATE CONSTRUCTION INTERNATIONAL HOLDINGS LIMITED,KYG216771363        ,354705,904181,0
CHINA YANGTZE POWER CO LTD,CNE000001G87        ,783205,5121046,0.0001
CHINA ZHESHANG BANK CO LTDH,CNE1000025S9        ,2204527,1017574,0
CHIPOTLE MEXICAN GRILL ORD,US1696561059        ,52508,5113832,0.0001
CHOICE HOTELS INTERNATIONAL INC,US1699051066        ,710,162797,0
CHOLAMANDALAM INVEST AND FINANCE COMPANY LTD,INE121A01024        ,131818,2949184,0.0001
CHOW SANG SANG HLDG,BMG2113M1203        ,2161843,2917202,0.0001
CHROMA ATE INC,TW0002360005        ,10150,204522,0
CHRYSOS CORPORATION LIMITED ORDINARY FULLY PAID,AU0000218190        ,323832,1599728,0
CHUBB LIMITED ORD,CH0044328745        ,12591,5619004,0.0001
CHUGAI PHARMACEUTICAL JPY,JP3519400000        ,270096,19427464,0.0004
CHURCH & DWIGHT CO,US1713401024        ,11918,2015625,0
CHURCHILL DOWNS INCORPORATED,US1714841087        ,1608,346869,0
CIENA CORP,US1717793095        ,56350,7718737,0.0001
CIMPRESS PLC COM EUR0.01,IE00BKYC3F77        ,1370,158661,0
CINCINNATI FINANCIAL CORP,US1720621010        ,9739,2260362,0
CINEMARK HOLDINGS INC,US17243V1026        ,2688,134486,0
CINEPLEX INC,CA1724541000        ,60317,826382,0
CINTAS CORP,US1729081059        ,21545,6357622,0.0001
CIPLA LIMITED,INE059A01026        ,58945,1700271,0
CISCO SYSTEMS INC,US17275R1023        ,621278,59403432,0.0011
CITIGROUP INC USD,US1729674242        ,772575,87832569,0.0017
CITIZEN WATCH CO LTD,JP3352400000        ,69052,662808,0
CITYCHAMP WATCH AND JEWELLERY GROUP LTD,KYG2161T1004        ,443634,76560,0
CJ CORP PREFERENCE S1,KR7001041003        ,901,56766,0
CJ CORPORATION,KR7001040005        ,7586,824820,0
CJ ENM CO LTD,KR7035760008        ,4933,290615,0
CK HUTCHISON HOLDINGS LTD,KYG217651051        ,43743,377450,0
CLAL INSURANCE ENTERPRISE HOLDINGS LIMITED,IL0002240146        ,2909,110522,0
CLARIANT AG REG,CH0012142631        ,1918,34490,0
CLARKSON PLC,GB0002018363        ,1055,84412,0
CLEAN SCIENCE AND TECHNOLOGY LTD,INE227W01023        ,17524,470464,0
CLEANAWAY WASTE MANAGEMENT LIMITED,AU000000CWY3        ,13739935,36410827,0.0007
CLEAR SECURE INC,US18467V1098        ,54979,2365550,0
CLEARWATER ANALYTICS HOLDINGS ORD SHS CLASS A,US1851231068        ,22435,997193,0
CLIMB GLOBAL SOLUTIONS INC,US9467601053        ,281,57615,0
CLINUVEL PHARMACEUTICALS LTD,AU000000CUV3        ,18280,220454,0
CLOROX CO DEL,US1890541097        ,6601,1731438,0
CLOUDFLARE INC,US18915M1071        ,3646,634113,0
CMC MARKETS PLC,GB00B14SKR37        ,4191,21025,0
CME GROUP INC COM,US12572Q1058        ,61364,23016302,0.0004
CMST DEVELOPMENT CO LTD,CNE000000NS1        ,582484,822301,0
CNH INDUSTRIAL NV COM,NL0010545661        ,10561,193260,0
COAST ENTERTAINMENT HOLDINGS LIMITED ORDINARY FULLY PAID,AU0000314254        ,66358,32516,0
COATS GROUP PLC,GB00B4YZN328        ,62541,119423,0
COCA COLA BOTTLERS JAPAN HOLDINGS,JP3293200006        ,3224,82739,0
COCA COLA BOTTLING CO CONSOLIDATED,US1910981026        ,138,280683,0
COCA COLA CO USD,US1912161007        ,338824,34071158,0.0006
COCA COLA HBC AG ORD,CH0198251305        ,2499,138125,0
COCA-COLA EUROPACIFIC PARTNERS,GB00BDCPN049        ,2515,311947,0
COCHLEAR LIMITED,AU000000COH5        ,126383,36635987,0.0007
CODAN LIMITED,AU000000CDA3        ,44559,717402,0
COFACE SA,FR0010667147        ,22998,553101,0
COFOE MEDICAL TECHNOLOGY CA,CNE100004Y98        ,28319,221571,0
COGNIZANT TECH SOLUTIONS A,US1924461023        ,56166,6975948,0.0001
COINBASE GLOBAL INC,US19260Q1076        ,2326,932785,0
COLES GROUP LTD,AU0000030678        ,3375416,63761600,0.0012
COLGATE PALMOLIVE,US1941621039        ,220011,32304224,0.0006
COLLINS FOODS LIMITED,AU000000CKF7        ,20978,152298,0
COLOPLAST,DK0060448595        ,1518,267574,0
COLUMBIA SPORTSWEAR CO,US1985161066        ,2009,272317,0
COMCAST CORP,US20030N1019        ,139254,8440906,0.0002
