Name,Stock ID,Yahoo ticker,LC
ZTE Corp,CNE1000004Y2,0763.HK,Hong Kong
ZTO Express Cayman Inc,KYG9897K1058,KYG9897K1058.SG,Germany
Zurich Insurance Group AG,CH0011075394,ZURN.SW,Switzerland
Zydus Lifesciences Ltd,INE010B01027,ZYDUSLIFE.NS,India
APA Group,AU000000APA1,APA.AX,Australia
Atlas Arteria Ltd,AU0000013559,ALX.AX,Australia
Dalrymple Bay Infrastructure Ltd,AU0000120628,DBI.AX,Australia
Energisa S/A,BRENGICDAM16,ENGI11.SA,Brazil
HKT Trust & HKT Ltd,HK0000093390,6823.HK,Hong Kong
Transurban Group,AU000000TCL6,TCL.AX,Australia
Abacus Group,AU0000291882,ABG.AX,Australia
Abacus Storage King,AU0000286213,ASK.AX,Australia
Alexandria Real Estate Equities Inc,US0152711091,ARE,United States
American Homes 4 Rent,US02665T3068,AMH,United States
American Tower Corp,US03027X1000,AMT,United States
Arena REIT,AU000000ARF6,ARF.AX,Australia
AvalonBay Communities Inc,US0534841012,AVB,United States
BWP Trust,AU000000BWP3,BWP.AX,Australia
BXP Inc,US1011211018,BXP,United States
Camden Property Trust,US1331311027,CPT,United States
Canadian Apartment Properties REIT,CA1349211054,CAR-UN.TO,Canada
CapitaLand Ascendas REIT,SG1M77906915,A17U.SI,Singapore
CapitaLand Integrated Commercial Trust,SG1M51904654,C38U.SI,Singapore
Centuria Capital Group,AU000000CNI5,CNI.AX,Australia
Centuria Industrial REIT,AU000000CIP0,CIP.AX,Australia
Centuria Office REIT,AU0000077893,COF.AX,Australia
Charter Hall Group,AU000000CHC0,CHC.AX,Australia
Charter Hall Long Wale REIT,AU000000CLW0,CLW.AX,Australia
Charter Hall Retail REIT,AU000000CQR9,CQR.AX,Australia
Charter Hall Social Infrastructure REIT,AU0000030645,CQE.AX,Australia
Covivio SA/France,FR0000064578,COV.PA,France
Cromwell Property Group,AU000000CMW8,CMW.AX,Australia
Crown Castle Inc,US22822V1017,CCI,United States
Dexus,AU000000DXS1,DXS.AX,Australia
Dexus Industria REIT,AU0000192833,DXI.AX,Australia
DigiCo Infrastructure REIT,AU0000367088,DGT.AX,Australia
Digital Realty Trust Inc,US2538681030,DLR,United States
Equinix Inc,US29444U7000,EQIX,United States
Equity LifeStyle Properties Inc,US29472R1086,ELS,United States
Equity Residential,US29476L1070,EQR,United States
Essex Property Trust Inc,US2971781057,ESS,United States
Extra Space Storage Inc,US30225T1025,EXR,United States
Fibra Uno Administracion SA de CV,MXCFFU000001,FUNO11.MX,Mexico
Gaming and Leisure Properties Inc,US36467J1088,GLPI,United States
Gecina SA,FR0010040865,GFC.PA,France
Goodman Group,AU000000GMG2,GMG.AX,Australia
GPT Group/The,AU000000GPT8,GPT.AX,Australia
Growthpoint Properties Australia Ltd,AU000000GOZ8,GOZ.AX,Australia
HealthCo REIT,AU0000169302,HCW.AX,Australia
Healthpeak Properties Inc,US42250P1030,DOC,United States
HomeCo Daily Needs REIT,AU0000113136,HDN.AX,Australia
Host Hotels & Resorts Inc,US44107P1049,HST,United States
Ingenia Communities Group,AU000000INA9,INA.AX,Australia
Invitation Homes Inc,US46187W1071,INVH,United States
Iron Mountain Inc,US46284V1017,IRM,United States
Japan Real Estate Investment Corp,JP3027680002,8952.T,Japan
Kimco Realty Corp,US49446R1095,KIM,United States
Klepierre SA,FR0000121964,LI.PA,France
Land Securities Group PLC,GB00BYW0PQ60,LAND.L,United Kingdom
Lendlease Corp Ltd,AU000000LLC3,LLC.AX,Australia
Link REIT,HK0823032773,0823.HK,Hong Kong
Mid-America Apartment Communities Inc,US59522J1034,MAA,United States
Mirvac Group,AU000000MGR9,MGR.AX,Australia
National Storage REIT,AU000000NSR2,NSR.AX,Australia
Nippon Building Fund Inc,JP3027670003,8951.T,Japan
Prologis Inc,US74340W1036,PLD,United States
Prologis Property Mexico SA de CV,MXCFFI170008,FIBRAPL14.MX,Mexico
Public Storage,US74460D1090,PSA,United States
Realty Income Corp,US7561091049,O,United States
Regency Centers Corp,US7588491032,REG,United States
Region RE Ltd,AU0000253502,RGN.AX,Australia
Rural Funds Trust,AU000000RFF5,RFF.AX,Australia
SBA Communications Corp,US78410G1040,SBAC,United States
Scentre Group,AU000000SCG8,SCG.AX,Australia
Segro PLC,GB00B5ZN1N88,SGRO.L,United Kingdom
Simon Property Group Inc,US8288061091,SPG,United States
Stockland,AU000000SGP0,SGP.AX,Australia
Sun Communities Inc,US8666741041,SUI,United States
UDR Inc,US9026531049,UDR,United States
Unibail-Rodamco-Westfield,FR0013326246,URW.PA,France
Ventas Inc,US92276F1003,VTR,United States
Vicinity Ltd,AU000000VCX7,VCX.AX,Australia
VICI Properties Inc,US9256521090,VICI,United States
Warehouses De Pauw CVA,BE0974349814,WDP.BR,Belgium
Waypoint REIT Ltd,AU0000088064,WPR.AX,Australia
Welltower Inc,US95040Q1040,WELL,United States
Weyerhaeuser Co,US9621661043,WY,United States
WP Carey Inc,US92936U1097,WPC,United States
