PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR THE DIVERSIFIED MY SUPER OPTION  - ASSETS - 2024-12-31,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%)
LISTED EQUITY,-,-,-,-,BALL CORP.,-,BALL US,-,,"8,216","$731,539",0.01%
LISTED EQUITY,-,-,-,-,CVS HEALTH CORP.,-,CVS US,-,,"10,026","$726,929",0.01%
LISTED EQUITY,-,-,-,-,"AMERICAN INTERNATIONAL GROUP, INC.",-,AIG US,-,,"6,182","$726,884",0.01%
LISTED EQUITY,-,-,-,-,"GARTNER, INC.",-,IT US,-,,929,"$726,726",0.01%
LISTED EQUITY,-,-,-,-,"WW GRAINGER, INC.",-,GWW US,-,,426,"$724,680",0.01%
LISTED EQUITY,-,-,-,-,FAR EASTONE TELECOMMUNICATIONS CO. LTD.,-,4904 TT,-,,"162,393","$715,223",0.01%
LISTED EQUITY,-,-,-,-,FERRARI NV,-,RACE IM,-,,"1,034","$713,502",0.01%
LISTED EQUITY,-,-,-,-,MAKITA CORP.,-,6586 JP,-,,"14,167","$705,068",0.01%
LISTED EQUITY,-,-,-,-,NXP SEMICONDUCTORS NV,-,NXPI US,-,,"2,096","$703,602",0.01%
LISTED EQUITY,-,-,-,-,POWER CORP. OF CANADA,-,POW CN,-,,"13,923","$701,105",0.01%
LISTED EQUITY,-,-,-,-,PETROCHINA CO. LTD.,-,857 HK,-,,"551,447","$700,555",0.01%
LISTED EQUITY,-,-,-,-,"COMFORT SYSTEMS USA, INC.",-,FIX US,-,,"1,018","$697,164",0.01%
LISTED EQUITY,-,-,-,-,INDUSIND BANK LTD.,-,IIB IN,-,,"38,422","$695,945",0.01%
LISTED EQUITY,-,-,-,-,"COPART, INC.",-,CPRT US,-,,"7,508","$695,938",0.01%
LISTED EQUITY,-,-,-,-,KERING SA,-,KER FP,-,,"1,726","$687,896",0.01%
LISTED EQUITY,-,-,-,-,SANWA HOLDINGS CORP.,-,5929 JP,-,,"15,203","$687,757",0.01%
LISTED EQUITY,-,-,-,-,IMPERIAL OIL LTD.,-,IMO CN,-,,"6,908","$687,290",0.01%
LISTED EQUITY,-,-,-,-,NORFOLK SOUTHERN CORP.,-,NSC US,-,,"1,811","$686,570",0.01%
LISTED EQUITY,-,-,-,-,HEWLETT PACKARD ENTERPRISE CO.,-,HPE US,-,,"19,875","$685,341",0.01%
LISTED EQUITY,-,-,-,-,"NETEASE, INC.",-,NTES US,-,,"4,715","$679,350",0.01%
LISTED EQUITY,-,-,-,-,NICE LTD.,-,NICE IT,-,,"2,461","$677,597",0.01%
LISTED EQUITY,-,-,-,-,"METLIFE, INC.",-,MET US,-,,"5,112","$675,987",0.01%
LISTED EQUITY,-,-,-,-,"PAYCHEX, INC.",-,PAYX US,-,,"2,983","$675,454",0.01%
LISTED EQUITY,-,-,-,-,CARRIER GLOBAL CORP.,-,CARR US,-,,"6,113","$673,935",0.01%
LISTED EQUITY,-,-,-,-,"CBOE GLOBAL MARKETS, INC.",-,CBOE US,-,,"2,128","$671,707",0.01%
LISTED EQUITY,-,-,-,-,KPR MILL LTD.,-,KPR IN,-,,"35,783","$671,141",0.01%
LISTED EQUITY,-,-,-,-,REPSOL SA,-,REP SM,-,,"34,129","$667,253",0.01%
LISTED EQUITY,-,-,-,-,"WASTE CONNECTIONS, INC.",-,WCN US,-,,"2,404","$666,232",0.01%
LISTED EQUITY,-,-,-,-,BROTHER INDUSTRIES LTD.,-,6448 JP,-,,"23,841","$660,911",0.01%
LISTED EQUITY,-,-,-,-,ARGENX SE,-,ARGX BB,-,,658,"$660,844",0.01%
LISTED EQUITY,-,-,-,-,FRESENIUS SE & CO. KGAA,-,FRE GR,-,,"11,778","$660,677",0.01%
LISTED EQUITY,-,-,-,-,CYBERARK SOFTWARE LTD.,-,CYBR US,-,,"1,222","$657,396",0.01%
LISTED EQUITY,-,-,-,-,RUBICON WATER LTD.,-,RWL AU,-,,"2,265,164","$656,898",0.01%
LISTED EQUITY,-,-,-,-,DLF LTD.,-,DLFU IN,-,,"42,188","$656,531",0.01%
LISTED EQUITY,-,-,-,-,MITSUI & CO. LTD.,-,8031 JP,-,,"19,211","$653,682",0.01%
LISTED EQUITY,-,-,-,-,KAO CORP.,-,4452 JP,-,,"9,951","$653,265",0.01%
LISTED EQUITY,-,-,-,-,SAMSUNG C&T CORP.,-,028260 KS,-,,"5,170","$651,197",0.01%
LISTED EQUITY,-,-,-,-,"TRADE DESK, INC.",-,TTD US,-,,"3,430","$651,025",0.01%
LISTED EQUITY,-,-,-,-,HYUNDAI MOBIS CO. LTD.,-,012330 KS,-,,"2,504","$649,609",0.01%
LISTED EQUITY,-,-,-,-,ASICS CORP.,-,7936 JP,-,,"20,316","$649,337",0.01%
LISTED EQUITY,-,-,-,-,OSHKOSH CORP.,-,OSK US,-,,"4,227","$649,063",0.01%
LISTED EQUITY,-,-,-,-,CHINA YANGTZE POWER CO. LTD.,-,600900 C1,-,,"99,164","$648,389",0.01%
LISTED EQUITY,-,-,-,-,UNITED OVERSEAS BANK LTD.,-,UOB SP,-,,"15,065","$647,961",0.01%
LISTED EQUITY,-,-,-,-,FANUC CORP.,-,6954 JP,-,,"15,065","$646,361",0.01%
LISTED EQUITY,-,-,-,-,CMS ENERGY CORP.,-,CMS US,-,,"6,003","$646,285",0.01%
LISTED EQUITY,-,-,-,-,INTACT FINANCIAL CORP.,-,IFC CN,-,,"2,196","$645,495",0.01%
LISTED EQUITY,-,-,-,-,JASA MARGA PERSERO TBK. PT,-,JSMR IJ,-,,"1,482,065","$643,974",0.01%
LISTED EQUITY,-,-,-,-,"IA FINANCIAL CORP., INC.",-,IAG CN,-,,"4,299","$643,637",0.01%
LISTED EQUITY,-,-,-,-,AIR NEW ZEALAND LTD.,-,AIZ AU,-,,"1,178,443","$642,252",0.01%
LISTED EQUITY,-,-,-,-,TOP GLOVE CORP. BHD.,-,TOPG MK,-,,"1,324,094","$640,877",0.01%
LISTED EQUITY,-,-,-,-,"ROBINHOOD MARKETS, INC.",-,HOOD US,-,,"10,622","$639,219",0.01%
LISTED EQUITY,-,-,-,-,IPSEN SA,-,IPN FP,-,,"3,434","$635,856",0.01%
LISTED EQUITY,-,-,-,-,COUNTRY GARDEN SERVICES HOLDINGS CO. LTD.,-,6098 HK,-,,"553,332","$635,071",0.01%
LISTED EQUITY,-,-,-,-,ARCHER-DANIELS-MIDLAND CO.,-,ADM US,-,,"7,779","$634,733",0.01%
LISTED EQUITY,-,-,-,-,KPIT TECHNOLOGIES LTD.,-,KPITTECH IN,-,,"22,922","$633,386",0.01%
LISTED EQUITY,-,-,-,-,"GEN DIGITAL, INC.",-,GEN US,-,,"14,272","$631,134",0.01%
LISTED EQUITY,-,-,-,-,GALP ENERGIA SGPS SA,-,GALP PL,-,,"23,493","$626,695",0.01%
LISTED EQUITY,-,-,-,-,WISTRON CORP.,-,3231 TT,-,,"121,622","$623,135",0.01%
LISTED EQUITY,-,-,-,-,PALADIN ENERGY LTD.,-,PDN AU,-,,"82,245","$621,775",0.01%
LISTED EQUITY,-,-,-,-,ANHEUSER-BUSCH INBEV SA,-,ABI BB,-,,"7,673","$619,201",0.01%
LISTED EQUITY,-,-,-,-,"ASTELLAS PHARMA, INC.",-,4503 JP,-,,"39,182","$617,892",0.01%
LISTED EQUITY,-,-,-,-,TENET HEALTHCARE CORP.,-,THC US,-,,"3,027","$617,080",0.01%
LISTED EQUITY,-,-,-,-,ALFA LAVAL AB,-,ALFA SS,-,,"9,114","$616,249",0.01%
LISTED EQUITY,-,-,-,-,"NETEASE, INC.",-,9999 HK,-,,"21,215","$610,482",0.01%
LISTED EQUITY,-,-,-,-,"DEXCOM, INC.",-,DXCM US,-,,"4,855","$609,853",0.01%
LISTED EQUITY,-,-,-,-,CINCINNATI FINANCIAL CORP.,-,CINF US,-,,"2,622","$608,498",0.01%
LISTED EQUITY,-,-,-,-,KOC HOLDING AS,-,KCHOL TI,-,,"74,074","$604,269",0.01%
LISTED EQUITY,-,-,-,-,"AKESO, INC.",-,9926 HK,-,,"47,681","$601,778",0.01%
LISTED EQUITY,-,-,-,-,SYSCO CORP.,-,SYY US,-,,"4,857","$599,836",0.01%
LISTED EQUITY,-,-,-,-,FLOWSERVE CORP.,-,FLS US,-,,"6,435","$597,815",0.01%
LISTED EQUITY,-,-,-,-,ORKLA ASA,-,ORK NO,-,,"42,655","$596,591",0.01%
LISTED EQUITY,-,-,-,-,KEWPIE CORP.,-,2809 JP,-,,"17,276","$595,478",0.01%
LISTED EQUITY,-,-,-,-,ORIX CORP.,-,8591 JP,-,,"16,999","$595,384",0.01%
LISTED EQUITY,-,-,-,-,"RAYMOND JAMES FINANCIAL, INC.",-,RJF US,-,,"2,370","$594,640",0.01%
LISTED EQUITY,-,-,-,-,"QUALYS, INC.",-,QLYS US,-,,"2,625","$594,544",0.01%
LISTED EQUITY,-,-,-,-,"QUANTA SERVICES, INC.",-,PWR US,-,,"1,158","$591,200",0.01%
LISTED EQUITY,-,-,-,-,"DOMINION ENERGY, INC.",-,D US,-,,"6,783","$590,013",0.01%
LISTED EQUITY,-,-,-,-,SWISS RE AG,-,SREN SW,-,,"2,497","$583,792",0.01%
LISTED EQUITY,-,-,-,-,"DICK'S SPORTING GOODS, INC.",-,DKS US,-,,"1,579","$583,610",0.01%
LISTED EQUITY,-,-,-,-,DAIWA HOUSE INDUSTRY CO. LTD.,-,1925 JP,-,,"11,679","$583,052",0.01%
LISTED EQUITY,-,-,-,-,PRUDENTIAL PLC,-,PRU LN,-,,"45,196","$582,360",0.01%
LISTED EQUITY,-,-,-,-,"CANADA GOOSE HOLDINGS, INC.",-,GOOS US,-,,"35,939","$582,205",0.01%
LISTED EQUITY,-,-,-,-,"LENNOX INTERNATIONAL, INC.",-,LII US,-,,590,"$580,756",0.01%
LISTED EQUITY,-,-,-,-,"PUBLIC SERVICE ENTERPRISE GROUP, INC.",-,PEG US,-,,"4,231","$577,397",0.01%
LISTED EQUITY,-,-,-,-,TRATON SE,-,8TRA GR,-,,"12,347","$577,149",0.01%
LISTED EQUITY,-,-,-,-,LOGITECH INTERNATIONAL SA,-,LOGN SW,-,,"4,308","$576,124",0.01%
LISTED EQUITY,-,-,-,-,3I GROUP PLC,-,III LN,-,,"7,975","$574,948",0.01%
LISTED EQUITY,-,-,-,-,"BIOMARIN PHARMACEUTICAL, INC.",-,BMRN US,-,,"5,409","$574,200",0.01%
LISTED EQUITY,-,-,-,-,"ALIMENTATION COUCHE-TARD, INC.",-,ATD CN,-,,"6,414","$574,179",0.01%
LISTED EQUITY,-,-,-,-,"UNITED RENTALS, INC.",-,URI US,-,,504,"$573,947",0.01%
LISTED EQUITY,-,-,-,-,NAVER CORP.,-,035420 KS,-,,"2,630","$573,926",0.01%
LISTED EQUITY,-,-,-,-,FASTENAL CO.,-,FAST US,-,,"4,937","$573,451",0.01%
LISTED EQUITY,-,-,-,-,"PINTEREST, INC.",-,PINS US,-,,"12,189","$570,922",0.01%
LISTED EQUITY,-,-,-,-,FIRSTSERVICE CORP.,-,FSV CN,-,,"1,933","$565,200",0.01%
LISTED EQUITY,-,-,-,-,DB INSURANCE CO. LTD.,-,005830 KS,-,,"5,009","$564,890",0.01%
LISTED EQUITY,-,-,-,-,BIDVEST GROUP LTD.,-,BVT SJ,-,,"24,855","$560,931",0.01%
LISTED EQUITY,-,-,-,-,INDUS TOWERS LTD.,-,INDUSTOW IN,-,,"86,980","$560,857",0.01%
LISTED EQUITY,-,-,-,-,SANLAM LTD.,-,SLM SJ,-,,"75,422","$560,857",0.01%
LISTED EQUITY,-,-,-,-,SEAGATE TECHNOLOGY HOLDINGS PLC,-,STX US,-,,"3,999","$557,467",0.01%
LISTED EQUITY,-,-,-,-,TOYOTA TSUSHO CORP.,-,8015 JP,-,,"19,073","$554,308",0.01%
LISTED EQUITY,-,-,-,-,BANCA MEDIOLANUM SPA,-,BMED IM,-,,"28,820","$553,813",0.01%
LISTED EQUITY,-,-,-,-,"NEUROCRINE BIOSCIENCES, INC.",-,NBIX US,-,,"2,508","$552,872",0.01%
LISTED EQUITY,-,-,-,-,H LUNDBECK AS,-,HLUNB DC,-,,"59,518","$551,544",0.01%
LISTED EQUITY,-,-,-,-,DISCOVER FINANCIAL SERVICES,-,DFS US,-,,"1,965","$549,867",0.01%
LISTED EQUITY,-,-,-,-,CAPGEMINI SE,-,CAP FP,-,,"2,073","$548,151",0.01%
LISTED EQUITY,-,-,-,-,BUREAU VERITAS SA,-,BVI FP,-,,"11,120","$545,629",0.01%
LISTED EQUITY,-,-,-,-,FLUTTER ENTERTAINMENT PLC,-,FLTR LN,-,,"1,298","$544,207",0.01%
LISTED EQUITY,-,-,-,-,NOVONESIS (NOVOZYMES) B,-,NSISB DC,-,,"5,938","$542,952",0.01%
LISTED EQUITY,-,-,-,-,FORD MOTOR CO.,-,F US,-,,"33,918","$542,339",0.01%
LISTED EQUITY,-,-,-,-,OBEROI REALTY LTD.,-,OBER IN,-,,"12,387","$540,150",0.01%
LISTED EQUITY,-,-,-,-,PRYSMIAN SPA,-,PRY IM,-,,"5,202","$536,533",0.01%
LISTED EQUITY,-,-,-,-,SAGE GROUP PLC,-,SGE LN,-,,"20,831","$536,403",0.01%
LISTED EQUITY,-,-,-,-,"INGERSOLL RAND, INC.",-,IR US,-,,"3,671","$536,314",0.01%
LISTED EQUITY,-,-,-,-,"INTERACTIVE BROKERS GROUP, INC.",-,IBKR US,-,,"1,878","$535,941",0.01%
LISTED EQUITY,-,-,-,-,ITAU UNIBANCO HOLDING SA,-,ITUB US,-,,"66,828","$535,358",0.01%
LISTED EQUITY,-,-,-,-,UGI CORP.,-,UGI US,-,,"11,700","$533,455",0.01%
LISTED EQUITY,-,-,-,-,ERSTE GROUP BANK AG,-,EBS AV,-,,"5,312","$530,092",0.01%
LISTED EQUITY,-,-,-,-,NIPPON TELEGRAPH & TELEPHONE CORP.,-,9432 JP,-,,"324,510","$526,924",0.01%
LISTED EQUITY,-,-,-,-,HONASA CONSUMER LTD.,-,HONASA IN,-,,"109,266","$526,049",0.01%
LISTED EQUITY,-,-,-,-,CAIXABANK SA,-,CABK SM,-,,"60,044","$525,805",0.01%
LISTED EQUITY,-,-,-,-,MITSUBISHI ESTATE CO. LTD.,-,8802 JP,-,,"23,081","$521,952",0.01%
LISTED EQUITY,-,-,-,-,MARUBENI CORP.,-,8002 JP,-,,"21,215","$521,618",0.00%
LISTED EQUITY,-,-,-,-,"TEXAS ROADHOUSE, INC.",-,TXRH US,-,,"1,790","$521,571",0.00%
LISTED EQUITY,-,-,-,-,MONSTER BEVERAGE CORP.,-,MNST US,-,,"6,143","$521,509",0.00%
LISTED EQUITY,-,-,-,-,BIOMERIEUX,-,BIM FP,-,,"3,002","$519,738",0.00%
LISTED EQUITY,-,-,-,-,"KENVUE, INC.",-,KVUE US,-,,"15,049","$518,920",0.00%
LISTED EQUITY,-,-,-,-,ANGLO AMERICAN PLC,-,AAL LN,-,,"10,832","$517,968",0.00%
LISTED EQUITY,-,-,-,-,CHINA OVERSEAS LAND & INVESTMENT LTD.,-,688 HK,-,,"200,746","$517,566",0.00%
LISTED EQUITY,-,-,-,-,"MOLINA HEALTHCARE, INC.",-,MOH US,-,,"1,098","$516,498",0.00%
LISTED EQUITY,-,-,-,-,"WILLIAMS-SONOMA, INC.",-,WSM US,-,,"1,723","$515,460",0.00%
LISTED EQUITY,-,-,-,-,"DOCUSIGN, INC.",-,DOCU US,-,,"3,546","$515,062",0.00%
LISTED EQUITY,-,-,-,-,SAMSUNG ELECTRO-MECHANICS CO. LTD.,-,009150 KS,-,,"3,791","$514,907",0.00%
LISTED EQUITY,-,-,-,-,SEVEN & I HOLDINGS CO. LTD.,-,3382 JP,-,,"20,040","$512,196",0.00%
LISTED EQUITY,-,-,-,-,INVESTOR AB,-,INVEB SS,-,,"11,915","$509,779",0.00%
LISTED EQUITY,-,-,-,-,HACI OMER SABANCI HOLDING AS,-,SAHOL TI,-,,"116,247","$509,727",0.00%
LISTED EQUITY,-,-,-,-,JAPAN POST HOLDINGS CO. LTD.,-,6178 JP,-,,"33,239","$509,143",0.00%
LISTED EQUITY,-,-,-,-,"EQUIFAX, INC.",-,EFX US,-,,"1,235","$508,293",0.00%
LISTED EQUITY,-,-,-,-,KUEHNE & NAGEL INTERNATIONAL AG,-,KNIN SW,-,,"1,372","$507,999",0.00%
LISTED EQUITY,-,-,-,-,PANASONIC HOLDINGS CORP.,-,6752 JP,-,,"29,922","$505,228",0.00%
LISTED EQUITY,-,-,-,-,DEUTSCHE BANK AG,-,DBK GR,-,,"18,150","$505,110",0.00%
LISTED EQUITY,-,-,-,-,"XCEL ENERGY, INC.",-,XEL US,-,,"4,619","$503,702",0.00%
LISTED EQUITY,-,-,-,-,THAI BEVERAGE PCL,-,THBEV SP,-,,"776,724","$501,175",0.00%
LISTED EQUITY,-,-,-,-,STERIS PLC,-,STE US,-,,"1,507","$500,379",0.00%
LISTED EQUITY,-,-,-,-,UNIMICRON TECHNOLOGY CORP.,-,3037 TT,-,,"71,868","$499,216",0.00%
LISTED EQUITY,-,-,-,-,GRASIM INDUSTRIES LTD.,-,GRASIM IN,-,,"10,798","$497,598",0.00%
LISTED EQUITY,-,-,-,-,VOLVO AB,-,VOLVA SS,-,,"12,590","$497,258",0.00%
LISTED EQUITY,-,-,-,-,NEC CORP.,-,6701 JP,-,,"3,525","$496,920",0.00%
LISTED EQUITY,-,-,-,-,HDFC LIFE INSURANCE CO. LTD.,-,HDFCLIFE IN,-,,"42,680","$496,824",0.00%
LISTED EQUITY,-,-,-,-,NIDEC CORP.,-,6594 JP,-,,"16,931","$496,747",0.00%
LISTED EQUITY,-,-,-,-,LLOYDS BANKING GROUP PLC,-,LLOY LN,-,,"448,006","$496,424",0.00%
LISTED EQUITY,-,-,-,-,ABU DHABI ISLAMIC BANK PJSC,-,ADIB UH,-,,"81,325","$494,205",0.00%
LISTED EQUITY,-,-,-,-,HOLCIM AG,-,HOLN SW,-,,"3,174","$494,158",0.00%
LISTED EQUITY,-,-,-,-,SAUDI AWWAL BANK,-,SABB AB,-,,"34,074","$492,866",0.00%
LISTED EQUITY,-,-,-,-,"CONSTELLATION BRANDS, INC.",-,STZ US,-,,"1,375","$490,851",0.00%
LISTED EQUITY,-,-,-,-,YANGZIJIANG SHIPBUILDING HOLDINGS LTD.,-,YZJSGD SP,-,,"138,276","$489,491",0.00%
LISTED EQUITY,-,-,-,-,M&T BANK CORP.,-,MTB US,-,,"1,600","$485,986",0.00%
LISTED EQUITY,-,-,-,-,"WEC ENERGY GROUP, INC.",-,WEC US,-,,"3,131","$475,567",0.00%
LISTED EQUITY,-,-,-,-,AP MOLLER - MAERSK AS,-,MAERSKB DC,-,,177,"$474,175",0.00%
LISTED EQUITY,-,-,-,-,KBC GROUP NV,-,KBC BB,-,,"3,798","$473,468",0.00%
LISTED EQUITY,-,-,-,-,INFINEON TECHNOLOGIES AG,-,IFX GR,-,,"9,014","$473,364",0.00%
LISTED EQUITY,-,-,-,-,"JD.COM, INC.",-,JD US,-,,"8,453","$473,321",0.00%
LISTED EQUITY,-,-,-,-,WILLIS TOWERS WATSON PLC,-,WTW US,-,,934,"$472,321",0.00%
LISTED EQUITY,-,-,-,-,"CHURCH & DWIGHT CO., INC.",-,CHD US,-,,"2,786","$471,209",0.00%
LISTED EQUITY,-,-,-,-,TERUMO CORP.,-,4543 JP,-,,"14,926","$469,702",0.00%
LISTED EQUITY,-,-,-,-,BANK MANDIRI PERSERO TBK. PT,-,BMRI IJ,-,,"819,016","$468,468",0.00%
LISTED EQUITY,-,-,-,-,"ZILLOW GROUP, INC.",-,Z US,-,,"3,909","$467,537",0.00%
LISTED EQUITY,-,-,-,-,SODEXO SA,-,SW FP,-,,"3,502","$465,942",0.00%
LISTED EQUITY,-,-,-,-,NIPPON STEEL CORP.,-,5401 JP,-,,"14,236","$465,511",0.00%
LISTED EQUITY,-,-,-,-,"NASDAQ, INC.",-,NDAQ US,-,,"3,721","$464,650",0.00%
LISTED EQUITY,-,-,-,-,DEUTSCHE POST AG,-,DHL GR,-,,"8,161","$463,797",0.00%
LISTED EQUITY,-,-,-,-,BANGKOK CHAIN HOSPITAL PCL,-,BCHF TB,-,,"639,554","$463,534",0.00%
LISTED EQUITY,-,-,-,-,"GE HEALTHCARE TECHNOLOGIES, INC.",-,GEHC US,-,,"3,669","$463,335",0.00%
LISTED EQUITY,-,-,-,-,AMADA CO. LTD.,-,6113 JP,-,,"29,300","$462,810",0.00%
LISTED EQUITY,-,-,-,-,"CHARTER COMMUNICATIONS, INC.",-,CHTR US,-,,835,"$462,141",0.00%
LISTED EQUITY,-,-,-,-,VIBRA ENERGIA SA,-,VBBR3 BZ,-,,"98,611","$459,924",0.00%
LISTED EQUITY,-,-,-,-,ATMOS ENERGY CORP.,-,ATO US,-,,"2,044","$459,791",0.00%
LISTED EQUITY,-,-,-,-,MORINAGA & CO. LTD.,-,2201 JP,-,,"16,447","$459,144",0.00%
LISTED EQUITY,-,-,-,-,LAS VEGAS SANDS CORP.,-,LVS US,-,,"5,533","$458,986",0.00%
LISTED EQUITY,-,-,-,-,AENA SME SA,-,AENA SM,-,,"1,388","$458,334",0.00%
LISTED EQUITY,-,-,-,-,ENTERGY CORP.,-,ETR US,-,,"3,721","$455,610",0.00%
LISTED EQUITY,-,-,-,-,CONTAINER CORP. OF INDIA LTD.,-,CCRI IN,-,,"30,543","$454,046",0.00%
LISTED EQUITY,-,-,-,-,"YUM! BRANDS, INC.",-,YUM US,-,,"2,092","$453,402",0.00%
LISTED EQUITY,-,-,-,-,"CORNING, INC.",-,GLW US,-,,"5,906","$453,309",0.00%
LISTED EQUITY,-,-,-,-,BASF SE,-,BAS GR,-,,"6,335","$449,893",0.00%
LISTED EQUITY,-,-,-,-,HALEON PLC,-,HLN LN,-,,"58,772","$448,661",0.00%
LISTED EQUITY,-,-,-,-,OLYMPUS CORP.,-,7733 JP,-,,"18,313","$446,117",0.00%
LISTED EQUITY,-,-,-,-,MERCK KGAA,-,MRK GR,-,,"1,902","$444,960",0.00%
LISTED EQUITY,-,-,-,-,HENKEL AG & CO. KGAA,-,HEN3 GR,-,,"3,140","$444,714",0.00%
LISTED EQUITY,-,-,-,-,ENEL CHILE SA,-,ENELCHIL CI,-,,"4,753,588","$443,892",0.00%
LISTED EQUITY,-,-,-,-,SITC INTERNATIONAL HOLDINGS CO. LTD.,-,1308 HK,-,,"102,965","$443,154",0.00%
LISTED EQUITY,-,-,-,-,WARTSILA OYJ ABP,-,WRT1V FH,-,,"15,485","$443,106",0.00%
LISTED EQUITY,-,-,-,-,ACS ACTIVIDADES DE CONSTRUCCION Y SERVICIOS SA,-,ACS SM,-,,"5,467","$442,940",0.00%
LISTED EQUITY,-,-,-,-,"JD.COM, INC.",-,9618 HK,-,,"15,653","$442,633",0.00%
LISTED EQUITY,-,-,-,-,INDRAPRASTHA GAS LTD.,-,IGL IN,-,,"56,427","$442,463",0.00%
LISTED EQUITY,-,-,-,-,AEGON LTD.,-,AGN NA,-,,"46,116","$441,169",0.00%
LISTED EQUITY,-,-,-,-,CAIXA SEGURIDADE PARTICIPACOES SA,-,CXSE3 BZ,-,,"117,768","$438,741",0.00%
LISTED EQUITY,-,-,-,-,WEICHAI POWER CO. LTD.,-,2338 HK,-,,"177,596","$438,680",0.00%
LISTED EQUITY,-,-,-,-,ZHUZHOU CRRC TIMES ELECTRIC CO. LTD.,-,3898 HK,-,,"64,197","$437,812",0.00%
LISTED EQUITY,-,-,-,-,HANGZHOU OXYGEN PLANT GROUP CO. LTD.,-,002430 C2,-,,"90,733","$437,671",0.00%
LISTED EQUITY,-,-,-,-,HDFC BANK LTD.,-,HDB US,-,,"4,230","$436,271",0.00%
LISTED EQUITY,-,-,-,-,"RPM INTERNATIONAL, INC.",-,RPM US,-,,"2,187","$434,706",0.00%
LISTED EQUITY,-,-,-,-,MAYORA INDAH TBK. PT,-,MYOR IJ,-,,"1,552,481","$433,096",0.00%
LISTED EQUITY,-,-,-,-,"NUTANIX, INC.",-,NTNX US,-,,"4,376","$432,369",0.00%
LISTED EQUITY,-,-,-,-,INTERTEK GROUP PLC,-,ITRK LN,-,,"4,504","$430,764",0.00%
LISTED EQUITY,-,-,-,-,"TOLL BROTHERS, INC.",-,TOL US,-,,"2,117","$430,576",0.00%
LISTED EQUITY,-,-,-,-,AMEREN CORP.,-,AEE US,-,,"2,987","$430,093",0.00%
LISTED EQUITY,-,-,-,-,SIKA AG,-,SIKA SW,-,,"1,117","$429,486",0.00%
LISTED EQUITY,-,-,-,-,"CLOUDFLARE, INC.",-,NET US,-,,"2,467","$429,050",0.00%
LISTED EQUITY,-,-,-,-,PENTAIR PLC,-,PNR US,-,,"2,634","$428,070",0.00%
LISTED EQUITY,-,-,-,-,"MICROCHIP TECHNOLOGY, INC.",-,MCHP US,-,,"4,620","$427,961",0.00%
LISTED EQUITY,-,-,-,-,"COSTAR GROUP, INC.",-,CSGP US,-,,"3,696","$427,395",0.00%
LISTED EQUITY,-,-,-,-,HF SINCLAIR CORP.,-,DINO US,-,,"7,541","$426,910",0.00%
LISTED EQUITY,-,-,-,-,MEIJI HOLDINGS CO. LTD.,-,2269 JP,-,,"12,923","$425,099",0.00%
LISTED EQUITY,-,-,-,-,SAMSUNG FIRE & MARINE INSURANCE CO. LTD.,-,000810 KS,-,,"1,080","$424,816",0.00%
LISTED EQUITY,-,-,-,-,HONGFA TECHNOLOGY CO. LTD.,-,600885 C1,-,,"60,327","$424,757",0.00%
LISTED EQUITY,-,-,-,-,PRIMO BRANDS CORP.,-,PRMB US,-,,"8,528","$423,821",0.00%
LISTED EQUITY,-,-,-,-,"XYLEM, INC.",-,XYL US,-,,"2,258","$423,175",0.00%
LISTED EQUITY,-,-,-,-,CHUGAI PHARMACEUTICAL CO. LTD.,-,4519 JP,-,,"5,874","$422,491",0.00%
LISTED EQUITY,-,-,-,-,"SUMITOMO MITSUI TRUST GROUP, INC.",-,8309 JP,-,,"11,125","$422,133",0.00%
LISTED EQUITY,-,-,-,-,INTERNATIONAL PAPER CO.,-,IP US,-,,"4,856","$422,103",0.00%
LISTED EQUITY,-,-,-,-,MGIC INVESTMENT CORP.,-,MTG US,-,,"10,988","$420,785",0.00%
LISTED EQUITY,-,-,-,-,IDEMITSU KOSAN CO. LTD.,-,5019 JP,-,,"39,527","$420,638",0.00%
LISTED EQUITY,-,-,-,-,BHARAT FORGE LTD.,-,BHFC IN,-,,"17,128","$419,898",0.00%
LISTED EQUITY,-,-,-,-,ARES MANAGEMENT CORP.,-,ARES US,-,,"1,468","$419,668",0.00%
LISTED EQUITY,-,-,-,-,"DONALDSON CO., INC.",-,DCI US,-,,"3,853","$419,146",0.00%
LISTED EQUITY,-,-,-,-,VULCAN MATERIALS CO.,-,VMC US,-,,"1,003","$416,863",0.00%
LISTED EQUITY,-,-,-,-,"OLD DOMINION FREIGHT LINE, INC.",-,ODFL US,-,,"1,455","$414,434",0.00%
LISTED EQUITY,-,-,-,-,"UNITED AIRLINES HOLDINGS, INC.",-,UAL US,-,,"2,640","$413,987",0.00%
LISTED EQUITY,-,-,-,-,PAN PACIFIC INTERNATIONAL HOLDINGS CORP.,-,7532 JP,-,,"9,329","$413,788",0.00%
