Name/Kind of Investment Item,Stock ID,ISIN,ticker,exchCode,micCode,name,marketSector,compositeFIGI,HomeCountry,mapped_country,mapped_priority,Primary,PrimaryListingCountry,PrimaryTicker
POSTAL SAVINGS BANK OF CHINA CO LTD,CNE1000029W3,CNE1000029W3,PSBKF,PQ,,POSTAL SAVINGS BANK OF CHI-H,Equity,BBG00Z0G62C2,CN,US,1.0,True,US,PSBKF
POSTS ITALIANE SPA,IT0003796171,IT0003796171,PST,IM,,POSTE ITALIANE SPA,Equity,BBG000BMTRX1,IT,IT,1.0,True,IT,PST
POWELL INDUSTRIES INC,US7391281067,US7391281067,POWL,UA,,POWELL INDUSTRIES INC,Equity,BBG000BRGWN4,US,US,1.0,True,US,POWL
POWER CORP OF CANADA CAD,CA7392391016,CA7392391016,POW,CT,,POWER CORP OF CANADA,Equity,BBG000BCC284,CA,CA,1.0,True,CA,POW
POWSZECHNA KASA OS,PLPKO0000016,PLPKO0000016,PKO,PW,,PKO BANK POLSKI SA,Equity,BBG000BMWX91,PL,PL,1.0,True,PL,PKO
PPG INDUSTRIES INC,US6935061076,US6935061076,PPG,UA,,PPG INDUSTRIES INC,Equity,BBG000BRJ809,US,US,1.0,True,US,PPG
PPHE HOTEL GROUP LTD,GG00B1Z5FH87,GG00B1Z5FH87,PPH,XL,,PPHE HOTEL GROUP LTD,Equity,BBG000PZFGX6,GG,GB,1.0,True,GB,PPH
PRADA SPA,IT0003874101,IT0003874101,PRP,GF,,PRADA S.P.A.,Equity,BBG001R5JNN0,IT,DE,1.0,True,DE,PRP
PRAEMIUM LTD,AU000000PPS1,AU000000PPS1,PPS,AT,,PRAEMIUM LTD,Equity,BBG000P363H4,AU,AU,1.0,True,AU,PPS
PRAXIS PRECISION MEDICINES I,US74006W2070,US74006W2070,PRAX,UA,,PRAXIS PRECISION MEDICINES I,Equity,BBG00W9LF2G5,US,US,1.0,True,US,PRAX
PREMIER FOODS PLC,GB00B7N0K053,GB00B7N0K053,PFD,LN,,PREMIER FOODS PLC,Equity,BBG000C0N296,GB,GB,1.0,True,GB,PFD
PREMIER INVESTMENTS LIMITED,AU000000PMV2,AU000000PMV2,PMV,AT,,PREMIER INVESTMENTS LTD,Equity,BBG000BMC1S2,AU,AU,1.0,True,AU,PMV
PRESIDENT SECURITIES CORP,TW0002855004,TW0002855004,2855,TT (Taiwan Stock Exchange),,PRESIDENT SECURITIES CORP,Equity,BBG000C2WS59,TW,,,True,TW,2855
PRIMORIS SERVICE CORP,US74164F1030,US74164F1030,PRIM,UA,,PRIMORIS SERVICES CORP,Equity,BBG000BBLPH5,US,US,1.0,True,US,PRIM
PRINCIPAL FINANCIAL GROUP,US74251V1026,US74251V1026,PFG,UA,,PRINCIPAL FINANCIAL GROUP,Equity,BBG000NSCNT7,US,US,1.0,True,US,PFG
PRO MEDICUS LTD,AU000000PME8,AU000000PME8,PME,AT,,PRO MEDICUS LTD,Equity,BBG000C41MZ9,AU,AU,1.0,True,AU,PME
PROCORE TECHNOLOGIES INC,US74275K1088,US74275K1088,PCOR,UA,,PROCORE TECHNOLOGIES INC,Equity,BBG0026ZJ304,US,US,1.0,True,US,PCOR
PROCTER & GAMBLE COMPANY,US7427181091,US7427181091,PG,UA,,PROCTER & GAMBLE CO/THE,Equity,BBG000BR2TH3,US,US,1.0,True,US,PG
PROG HOLDINGS INC,US74319R1014,US74319R1014,PRG,UA,,PROG HOLDINGS INC,Equity,BBG00VSH86G4,US,US,1.0,True,US,PRG
PROGRESS SOFTWARE CORPORATION,US7433121008,US7433121008,PRGS,UA,,PROGRESS SOFTWARE CORP,Equity,BBG000C4QP94,US,US,1.0,True,US,PRGS
PROGRESSIVE CORP,US7433151039,US7433151039,PGR,UA,,PROGRESSIVE CORP,Equity,BBG000BR37X2,US,US,1.0,True,US,PGR
PROPEL FUNERAL PARTNERS LIMITED ORDINARY FULLY PAID,AU000000PFP8,AU000000PFP8,PFP,AT,,PROPEL FUNERAL PARTNERS LTD,Equity,BBG00HYXT9M7,AU,AU,1.0,True,AU,PFP
PROSPERITY BANCSHARES INC,US7436061052,US7436061052,PB,UA,,PROSPERITY BANCSHARES INC,Equity,BBG000BHY4D9,US,US,1.0,True,US,PB
PROSUS NV,NL0013654783,NL0013654783,PRXA,I2,,PROSUS NV,Equity,BBG00Q8HF0Q1,NL,NL,1.0,True,NL,PRXA
PRUDENTIAL FINANCIAL INC,US7443201022,US7443201022,PRU,UA,,PRUDENTIAL FINANCIAL INC,Equity,BBG000HCJMF9,US,US,1.0,True,US,PRU
PRUDENTIAL PLC,GB0007099541,GB0007099541,PRU,LN,,PRUDENTIAL PLC,Equity,BBG000BDY2S6,GB,GB,1.0,True,GB,PRU
PRYSMIAN SPA,IT0004176001,IT0004176001,PRY,IM,,PRYSMIAN SPA,Equity,BBG000R58VL8,IT,IT,1.0,True,IT,PRY
PT BANK NEGARA IND LKD SHS IDR7500 AND IDR375,ID1000096605,ID1000096605,BBNI,IJ,,BANK NEGARA INDONESIA PERSER,Equity,BBG000HNGY99,ID,ID,1.0,True,ID,BBNI
PTC INC,US69370C1009,US69370C1009,PTC,UA,,PTC INC,Equity,BBG000C2VBB0,US,US,1.0,True,US,PTC
PTC THERAPEUTICS INC,US69366J2006,US69366J2006,PTCT,UA,,PTC THERAPEUTICS INC,Equity,BBG000QT15P7,US,US,1.0,True,US,PTCT
PTT PUBLIC COMPANY THB1 ALIEN,TH0646010Z18,TH0646010Z18,PTT/F,TB,,PTT PCL/FOREIGN,Equity,BBG000MMQXC2,TH,TH,1.0,True,TH,PTT/F
PUBLICIS GROUPE,FR0000130577,FR0000130577,PUB,FP,,PUBLICIS GROUPE,Equity,BBG000BCB2K1,FR,FR,1.0,True,FR,PUB
PULTE GROUP INC,US7458671010,US7458671010,PHM,UA,,PULTEGROUP INC,Equity,BBG000BR54L0,US,US,1.0,True,US,PHM
PUMA SE,DE0006969603,DE0006969603,PUM,GF,,PUMA SE,Equity,BBG000BLMTR3,DE,DE,1.0,True,DE,PUM
PURE STORAGE INC,US74624M1027,US74624M1027,PSTG,UA,,PURE STORAGE INC - CLASS A,Equity,BBG00212PVZ5,US,US,1.0,True,US,PSTG
PVH CORP COM USD1.00,US6936561009,US6936561009,PVH,UA,,PVH CORP,Equity,BBG000BRRG02,US,US,1.0,True,US,PVH
PWR HOLDINGS LIMITED ORDINARY FULLY PAID,AU000000PWH0,AU000000PWH0,PWH,AT,,PWR HOLDINGS LTD,Equity,BBG00B6CGRS5,AU,AU,1.0,True,AU,PWH
Q2 HOLDINGS INC,US74736L1098,US74736L1098,QTWO,UA,,Q2 HOLDINGS INC,Equity,BBG005ZVK9P2,US,US,1.0,True,US,QTWO
QANTAS AIRWAYS LIMITED,AU000000QAN2,AU000000QAN2,QAN,AT,,QANTAS AIRWAYS LTD,Equity,BBG000BLCWX0,AU,AU,1.0,True,AU,QAN
QBE INSURANCE GROUP LTD,AU000000QBE9,AU000000QBE9,QBE,AT,,QBE INSURANCE GROUP LTD,Equity,BBG000BB1VD8,AU,AU,1.0,True,AU,QBE
QIAGEN NV ORD EUR0.01 POST REV SPLT,NL0015001WM6,NL0015001WM6,,,,,,,NL,,,True,NL,
QORVO INC,US74736K1016,US74736K1016,QRVO,UA,,QORVO INC,Equity,BBG007TJF1N7,US,US,1.0,True,US,QRVO
QUADIENT SAS,FR0000120560,FR0000120560,QDT,FP,,QUADIENT SA,Equity,BBG000BKMDB7,FR,FR,1.0,True,FR,QDT
QUALCOMM INC,US7475251036,US7475251036,QCOM,UA,,QUALCOMM INC,Equity,BBG000CGC1X8,US,US,1.0,True,US,QCOM
QUALITAU ORD SHS,IL0010839558,IL0010839558,QLTU,IT,,QUALITAU LTD,Equity,BBG000C1RM41,IL,IL,1.0,True,IL,QLTU
QUANTA COMPUTER INC,TW0002382009,TW0002382009,2382TWD,X2,,QUANTA COMPUTER INC,Equity,BBG00JSDYVK1,TW,NL,1.0,True,NL,2382TWD
QUANTA SERVICES INC,US74762E1029,US74762E1029,PWR,UA,,QUANTA SERVICES INC,Equity,BBG000BBL8V7,US,US,1.0,True,US,PWR
QUARTERHILL INC,CA7477131055,CA7477131055,QTRH,CT,,QUARTERHILL INC,Equity,BBG000BJFVZ2,CA,CA,1.0,True,CA,QTRH
QUECTEL WIRELESS SOLUTIONS ORD SHS A,CNE100003N01,CNE100003N01,603236,CG,,QUECTEL WIRELESS SOLUTIONS-A,Equity,BBG00JNHT9F8,CN,CN,1.0,True,CN,603236
QUEST DIAGNOSTICS,US74834L1008,US74834L1008,DGX,UA,,QUEST DIAGNOSTICS INC,Equity,BBG000BN84F3,US,US,1.0,True,US,DGX
QUILTER PLC ORD GBP 0.08167,GB00BNHSJN34,GB00BNHSJN34,QLT,LN,,QUILTER PLC,Equity,BBG007NFYZ00,GB,GB,1.0,True,GB,QLT
RADIAN GROUP INC,US7502361014,US7502361014,RDN,UA,,RADIAN GROUP INC,Equity,BBG000BMWV95,US,US,1.0,True,US,RDN
RAIFFEISEN INTL BANK HOLDING,AT0000606306,AT0000606306,RBI,AV,,RAIFFEISEN BANK INTERNATIONA,Equity,BBG000F4LHP6,AT,AT,1.0,True,AT,RBI
RAKUS CO LTD,JP3967170006,JP3967170006,3923,JT,,RAKUS CO LTD,Equity,BBG001BDMCN0,JP,JP,1.0,True,JP,3923
RAKUTEN BANK ORD,JP3967220009,JP3967220009,5838,JT,,RAKUTEN BANK LTD,Equity,BBG000LWVPL2,JP,JP,1.0,True,JP,5838
RAKUTEN GROUP INC,JP3967200001,JP3967200001,4755,JT,,RAKUTEN GROUP INC,Equity,BBG000CGWW31,JP,JP,1.0,True,JP,4755
RALPH LAUREN CORP COM,US7512121010,US7512121010,RL,UA,,RALPH LAUREN CORP,Equity,BBG000BS0ZF1,US,US,1.0,True,US,RL
RAMELIUS RESOURCES LIMITED,AU000000RMS4,AU000000RMS4,RMS,AT,,RAMELIUS RESOURCES LTD,Equity,BBG000PMB297,AU,AU,1.0,True,AU,RMS
RANDSTAD NV,NL0000379121,NL0000379121,RAND,X9,,RANDSTAD NV,Equity,BBG00YJ5XW06,NL,NL,1.0,True,NL,RAND
RASPBERRY PI HOLDINGS PLC,GB00BS3DYQ52,GB00BS3DYQ52,RPI,LN,,RASPBERRY PI HOLDINGS PLC,Equity,BBG0131553Q9,GB,GB,1.0,True,GB,RPI
RATHBONE BROTHERS PLC,GB0002148343,GB0002148343,RAT,LN,,RATHBONES GROUP PLC,Equity,BBG000BDBWX9,GB,GB,1.0,True,GB,RAT
RATIONAL AG,DE0007010803,DE0007010803,RAA,GF,,RATIONAL AG,Equity,BBG000C22V73,DE,DE,1.0,True,DE,RAA
RAYMOND JAMES FINL,US7547301090,US7547301090,RJF,UA,,RAYMOND JAMES FINANCIAL INC,Equity,BBG000BS73J1,US,US,1.0,True,US,RJF
RB GLOBAL INC COM NPV,CA74935Q1072,CA74935Q1072,RBA,CT,,RB GLOBAL INC,Equity,BBG000G0LND3,CA,CA,1.0,True,CA,RBA
REA GROUP LTD,AU000000REA9,AU000000REA9,REA,AT,,REA GROUP LTD,Equity,BBG000C41NH7,AU,AU,1.0,True,AU,REA
REC LTD,INE020B01018,INE020B01018,RECL,IB,,REC LTD,Equity,BBG000R5L5T2,IN,IN,1.0,True,IN,RECL
RECKITT BENCKISER GROUP PLC,GB00B24CGK77,GB00B24CGK77,RKT,LN,,RECKITT BENCKISER GROUP PLC,Equity,BBG000C38N82,GB,GB,1.0,True,GB,RKT
RECORDATI SPA - NEW,IT0003828271,IT0003828271,REC,IM,,RECORDATI INDUSTRIA CHIMICA,Equity,BBG000BC7P43,IT,IT,1.0,True,IT,REC
RECRUIT HLDGS CO LNPV,JP3970300004,JP3970300004,6098,JT,,RECRUIT HOLDINGS CO LTD,Equity,BBG000F2BCY2,JP,JP,1.0,True,JP,6098
RED ROCK RESORTS INC,US75700L1089,US75700L1089,RRR,UA,,RED ROCK RESORTS INC-CLASS A,Equity,BBG00B6G8077,US,US,1.0,True,US,RRR
RED VIOLET INC,US75704L1044,US75704L1044,RDVT,UA,,RED VIOLET INC,Equity,BBG00HNGGZ88,US,US,1.0,True,US,RDVT
REDDE NORTHGATE PLC,GB00B41H7391,GB00B41H7391,ZIG,LN,,ZIGUP PLC,Equity,BBG000C2QT36,GB,GB,1.0,True,GB,ZIG
REECE LIMITED,AU000000REH4,AU000000REH4,REH,AT,,REECE LTD,Equity,BBG000BB8QJ6,AU,AU,1.0,True,AU,REH
REGENERON PHARMACEUTICALS INC,US75886F1075,US75886F1075,REGN,UA,,REGENERON PHARMACEUTICALS,Equity,BBG000C734W3,US,US,1.0,True,US,REGN
REGIS RESOURCES LTD,AU000000RRL8,AU000000RRL8,RRL,AT,,REGIS RESOURCES LTD,Equity,BBG000BLX2J9,AU,AU,1.0,True,AU,RRL
RELIANCE INC,US7595091023,US7595091023,RS,UA,,RELIANCE INC,Equity,BBG000CJ2181,US,US,1.0,True,US,RS
RELIANCE INDUSTRIES LIMITED,INE002A01018,INE002A01018,RELIANCE,IB,,RELIANCE INDUSTRIES LTD,Equity,BBG000BKVP93,IN,IN,1.0,True,IN,RELIANCE
RELIANCE WORLDWIDE CORPORATION AUST PTY LTD,AU000000RWC7,AU000000RWC7,RWC,AT,,RELIANCE WORLDWIDE CORP LTD,Equity,BBG00CNNCST1,AU,AU,1.0,True,AU,RWC
RELX PLC,GB00B2B0DG97,GB00B2B0DG97,REL,LN,,RELX PLC,Equity,BBG000D03WR1,GB,GB,1.0,True,GB,REL
RENAULT SA,FR0000131906,FR0000131906,RNO,FP,,RENAULT SA,Equity,BBG000BKD7J2,FR,FR,1.0,True,FR,RNO
RENAULT SA,US7596734035,US7596734035,RNLSY,PQ,,RENAULT SA-UNSP ADR,Equity,BBG007H0VF34,US,US,1.0,True,US,RNLSY
RENEWI PLC ORD GBP1,GB00BNR4T868,GB00BNR4T868,RWIGBX,EU,,RENEWI PLC,Equity,BBG000GS0YM1,GB,GB,1.0,True,GB,RWIGBX
RENGO CO LTD,JP3981400009,JP3981400009,3941,JT,,RENGO CO LTD,Equity,BBG000BK1HR4,JP,JP,1.0,True,JP,3941
RENISHAW PLC,GB0007323586,GB0007323586,RSW,LN,,RENISHAW PLC,Equity,BBG000BDZTQ8,GB,GB,1.0,True,GB,RSW
RENT-A-CENTER INC,US76009N1000,US76009N1000,UPBD,UA,,UPBOUND GROUP INC,Equity,BBG000BHQJX3,US,US,1.0,True,US,UPBD
RENTOKIL INITIAL PLC,GB00B082RF11,GB00B082RF11,RTO,LN,,RENTOKIL INITIAL PLC,Equity,BBG000BDZZ11,GB,GB,1.0,True,GB,RTO
REPLIGEN CORPORATION,US7599161095,US7599161095,RGEN,UA,,REPLIGEN CORP,Equity,BBG000BS48J3,US,US,1.0,True,US,RGEN
REPSOL SA,ES0173516115,ES0173516115,REP,SQ,,REPSOL SA,Equity,BBG000C2V6W8,ES,ES,1.0,True,ES,REP
REPUBLIC SERVICES INC,US7607591002,US7607591002,RSG,UA,,REPUBLIC SERVICES INC,Equity,BBG000BPXVJ6,US,US,1.0,True,US,RSG
RESMED INC,AU000000RMD6,AU000000RMD6,RMD,AT,,RESMED INC-CDI,Equity,BBG000LBJHT2,AU,AU,1.0,True,AU,RMD
RESMED INC,US7611521078,US7611521078,RMD,UA,,RESMED INC,Equity,BBG000L4M7F1,US,US,1.0,True,US,RMD
RESOLUTE MINING LIMITED,AU000000RSG6,AU000000RSG6,RSG,AT,,RESOLUTE MINING LTD,Equity,BBG000BT9RX8,AU,AU,1.0,True,AU,RSG
RESONA HOLDINGS INC,JP3500610005,JP3500610005,8308,JT,,RESONA HOLDINGS INC,Equity,BBG000C6HT37,JP,JP,1.0,True,JP,8308
RESORTTRUST INC,JP3974450003,JP3974450003,4681,JT,,RESORTTRUST INC,Equity,BBG000BYMXD1,JP,JP,1.0,True,JP,4681
RESTAURANT BRNDS ICOM NPV,CA76131D1033,CA76131D1033,QSR,CT,,RESTAURANT BRANDS INTERN,Equity,BBG007PN0489,CA,CA,1.0,True,CA,QSR
REVOLUTION MEDICINES INC,US76155X1000,US76155X1000,RVMD,UA,,REVOLUTION MEDICINES INC,Equity,BBG00829F4P8,US,US,1.0,True,US,RVMD
REVVITY INC,US7140461093,US7140461093,RVTY,UA,,REVVITY INC,Equity,BBG000FXW512,US,US,1.0,True,US,RVTY
REXEL SA,FR0010451203,FR0010451203,RXL,FP,,REXEL SA,Equity,BBG000M3SN89,FR,FR,1.0,True,FR,RXL
RH COM USD0.0001,US74967X1037,US74967X1037,RH,UA,,RH,Equity,BBG002293PJ4,US,US,1.0,True,US,RH
RHEINMETALL AG,DE0007030009,DE0007030009,RHM,GF,,RHEINMETALL AG,Equity,BBG000BC7QR6,DE,DE,1.0,True,DE,RHM
RHI MAGNESITA NV,NL0012650360,NL0012650360,RHIMV,T1,,RHI MAGNESITA NV,Equity,BBG00Y0C8RP3,NL,NL,1.0,True,NL,RHIMV
RHYTHM PHARMACEUTICALS INC,US76243J1051,US76243J1051,RYTM,UA,,RHYTHM PHARMACEUTICALS INC,Equity,BBG007DLZ601,US,US,1.0,True,US,RYTM
RICOH CO,JP3973400009,JP3973400009,7752,JT,,RICOH CO LTD,Equity,BBG000BKFTL9,JP,JP,1.0,True,JP,7752
RIDLEY CORPORATION LIMITED,AU000000RIC6,AU000000RIC6,RIC,AT,,RIDLEY CORP LTD,Equity,BBG000BMFXK7,AU,AU,1.0,True,AU,RIC
RIGHTMOVE ORD GBP,GB00BGDT3G23,GB00BGDT3G23,RMV,LN,,RIGHTMOVE PLC,Equity,BBG000DD5WS0,GB,GB,1.0,True,GB,RMV
RINGCENTRAL INC,US76680R2067,US76680R2067,RNG,UA,,RINGCENTRAL INC-CLASS A,Equity,BBG000J094P3,US,US,1.0,True,US,RNG
RINGKJOEBING LANDBOBANK AS,DK0060854669,DK0060854669,RILBA,DC,,RINGKJOEBING LANDBOBANK A/S,Equity,BBG000BQL6N7,DK,DK,1.0,True,DK,RILBA
RINNAI CORP NPV,JP3977400005,JP3977400005,5947,JT,,RINNAI CORP,Equity,BBG000BLDB74,JP,JP,1.0,True,JP,5947
RIO TINTO LIMITED,AU000000RIO1,AU000000RIO1,RIO,AT,,RIO TINTO LTD,Equity,BBG000BYLWT7,AU,AU,1.0,True,AU,RIO
RIO TINTO PLC ORD,GB0007188757,GB0007188757,RIO,LN,,RIO TINTO PLC,Equity,BBG000DZG349,GB,GB,1.0,True,GB,RIO
RIVIAN AUTOMOTIVE INC,US76954A1034,US76954A1034,RIVN,UA,,RIVIAN AUTOMOTIVE INC-A,Equity,BBG00741Y1N2,US,US,1.0,True,US,RIVN
ROBINHOOD MARKETS INC,US7707001027,US7707001027,HOOD,UA,,ROBINHOOD MARKETS INC - A,Equity,BBG008NMBXN8,US,US,1.0,True,US,HOOD
ROBLOX CORPORATION COM CL A ORD SHS,US7710491033,US7710491033,RBLX,UA,,ROBLOX CORP -CLASS A,Equity,BBG001R1GCT0,US,US,1.0,True,US,RBLX
ROCHE HOLDING AG,CH0012032048,CH0012032048,ROG,BW,,ROCHE HOLDING AG-GENUSSCHEIN,Equity,BBG000BNV243,CH,CH,1.0,True,CH,ROG
ROCHE HOLDING AG,CH0012032113,CH0012032113,RO,SE,,ROCHE HOLDING AG-BR,Equity,BBG000BCLVP1,CH,CH,1.0,True,CH,RO
ROCKET PHARMACEUTICALS INC,US77313F1066,US77313F1066,RCKT,UA,,ROCKET PHARMACEUTICALS INC,Equity,BBG000WG3567,US,US,1.0,True,US,RCKT
ROCKWELL AUTOMATION INC,US7739031091,US7739031091,ROK,UA,,ROCKWELL AUTOMATION INC,Equity,BBG000BBCDZ2,US,US,1.0,True,US,ROK
ROCKWOOL A/S,DK0010219153,DK0010219153,,,,,,,DK,,,True,DK,
ROKU INC,US77543R1023,US77543R1023,ROKU,UA,,ROKU INC,Equity,BBG001ZZPQJ6,US,US,1.0,True,US,ROKU
ROLLINS INC,US7757111049,US7757111049,ROL,UA,,ROLLINS INC,Equity,BBG000BSBBP1,US,US,1.0,True,US,ROL
ROLLS ROYCE ORD,GB00B63H8491,GB00B63H8491,RRL,IX,,ROLLS-ROYCE HOLDINGS PLC,Equity,BBG000FYVBL6,GB,GB,1.0,True,GB,RRL
ROPER TECHNOLOGIES INC,US7766961061,US7766961061,ROP,UA,,ROPER TECHNOLOGIES INC,Equity,BBG000F1ZSN5,US,US,1.0,True,US,ROP
ROSS STORES INC,US7782961038,US7782961038,ROST,UA,,ROSS STORES INC,Equity,BBG000BSBZH7,US,US,1.0,True,US,ROST
ROUND ONE CORP NPV,JP3966800009,JP3966800009,4680,JT,,ROUND ONE CORP,Equity,BBG000BYDVS9,JP,JP,1.0,True,JP,4680
ROYAL BANK OF CANADA,CA7800871021,CA7800871021,RY,CT,,ROYAL BANK OF CANADA,Equity,BBG000BCJG31,CA,CA,1.0,True,CA,RY
ROYAL CARIBBEAN GROUP,LR0008862868,LR0008862868,RCL,UA,,ROYAL CARIBBEAN CRUISES LTD,Equity,BBG000BB5792,LR,US,1.0,True,US,RCL
ROYAL GOLD INC COM USD0.01,US7802871084,US7802871084,RGLD,UA,,ROYAL GOLD INC,Equity,BBG000BS5170,US,US,1.0,True,US,RGLD
ROYAL MAIL PLC,GB00BDVZYZ77,GB00BDVZYZ77,RMGL,S1,,INTERNATIONAL DISTRIBUTION S,Equity,BBG005DSM702,GB,GB,1.0,True,GB,RMGL
ROYALTY PHARMA PLC,GB00BMVP7Y09,GB00BMVP7Y09,RPRXEUR,XE,,ROYALTY PHARMA PLC- CL A,Equity,BBG00WR7L064,GB,GB,1.0,True,GB,RPRXEUR
RPM GLOBAL HOLDINGS LIMITED,AU000000RUL2,AU000000RUL2,RUL,AT,,RPMGLOBAL HOLDINGS LTD,Equity,BBG000F8KMY7,AU,AU,1.0,True,AU,RUL
RPM INTERNATIONAL INC,US7496851038,US7496851038,RPM,UA,,RPM INTERNATIONAL INC,Equity,BBG000DCNK80,US,US,1.0,True,US,RPM
RTX CORPORATION,US75513E1010,US75513E1010,RTX,UA,,RTX CORP,Equity,BBG000BW8S60,US,US,1.0,True,US,RTX
RUBRIK INCA,US7811541090,US7811541090,RBRK,UA,,RUBRIK INC-A,Equity,BBG008D32605,US,US,1.0,True,US,RBRK
RUNNER XIAMEN CORP A,CNE1000041F3,CNE1000041F3,603408,CG,,RUNNER XIAMEN CORP-A,Equity,BBG001CKL336,CN,CN,1.0,True,CN,603408
RUSH STREET INTERACTIVE INC,US7820111000,US7820111000,RSI,UA,,RUSH STREET INTERACTIVE INC,Equity,BBG00RMKRQM0,US,US,1.0,True,US,RSI
RWE AG,DE0007037129,DE0007037129,RWE,GF,,RWE AG,Equity,BBG000BBQ012,DE,DE,1.0,True,DE,RWE
RYDER SYS INC USD,US7835491082,US7835491082,R,UA,,RYDER SYSTEM INC,Equity,BBG000BRVP70,US,US,1.0,True,US,R
RYOHIN KEIKAKU CO NPV,JP3976300008,JP3976300008,7453,JT,,RYOHIN KEIKAKU CO LTD,Equity,BBG000FCZGW7,JP,JP,1.0,True,JP,7453
S AND P GLOBAL INC COM,US78409V1044,US78409V1044,SPGI,UA,,S&P GLOBAL INC,Equity,BBG000BP1Q11,US,US,1.0,True,US,SPGI
S HOTELS AND RESORTS PCL,TH9460010019,TH9460010019,SHR/F,TB,,S HOTELS & RESORTS P-FOREIGN,Equity,BBG00QKZDG66,TH,TH,1.0,True,TH,SHR/F
SAAB ORD SHS CLASS B,SE0021921269,SE0021921269,SAABB,SS,,SAAB AB-B,Equity,BBG000BP5GK8,SE,SE,1.0,True,SE,SAABB
SAFRAN SA,FR0000073272,FR0000073272,SAF,FP,,SAFRAN SA,Equity,BBG000BP01L5,FR,FR,1.0,True,FR,SAF
SAFRAN SA,US7865841024,US7865841024,SAFRY,PQ,,SAFRAN SA-UNSPON ADR,Equity,BBG000GX46R2,US,US,1.0,True,US,SAFRY
SAGE GROUP,GB00B8C3BL03,GB00B8C3BL03,SGE,LN,,SAGE GROUP PLC/THE,Equity,BBG000BN0P46,GB,GB,1.0,True,GB,SGE
SAGE GROUP PLC,US78663S2014,US78663S2014,SGPYY,PQ,,SAGE GROUP PLC-UNSPON ADR,Equity,BBG000CN6KV0,US,US,1.0,True,US,SGPYY
SAINSBURY (J) PLC,GB00B019KW72,GB00B019KW72,SBRY,LN,,SAINSBURY (J) PLC,Equity,BBG000BF0KC5,GB,GB,1.0,True,GB,SBRY
SAIZERIYA CO LTD,JP3310500008,JP3310500008,7581,JT,,SAIZERIYA CO LTD,Equity,BBG000BH4CS8,JP,JP,1.0,True,JP,7581
SALESFORCE INC,US79466L3024,US79466L3024,CRM,UA,,SALESFORCE INC,Equity,BBG000BN2DC2,US,US,1.0,True,US,CRM
SALMAR ASA,NO0010310956,NO0010310956,SALM,NO,,SALMAR ASA,Equity,BBG000P3KVK2,NO,NO,1.0,True,NO,SALM
SAMPO PLC NPV A,FI4000552500,FI4000552500,SAMPO,FH,,SAMPO OYJ-A SHS,Equity,BBG000BRP3G6,FI,FI,1.0,True,FI,SAMPO
SAMSARA INC,US79589L1061,US79589L1061,IOT,UA,,SAMSARA INC-CL A,Equity,BBG0099PW5P1,US,US,1.0,True,US,IOT
SAMSONITE INTL SA USD0.01,LU0633102719,LU0633102719,SMSOF,PQ,,SAMSONITE GROUP SA,Equity,BBG002YG7031,LU,US,1.0,True,US,SMSOF
SAMSUNG C AND T CORPORATION,KR7028260008,KR7028260008,028260,KP,,SAMSUNG C&T CORP,Equity,BBG000D5PS68,KR,KR,1.0,True,KR,028260
SAMSUNG ELECTRONICS CO LTD,KR7005930003,KR7005930003,005930,KP,,SAMSUNG ELECTRONICS CO LTD,Equity,BBG000BCY2S8,KR,KR,1.0,True,KR,005930
SAMSUNG ELECTRONICS PFD,KR7005931001,KR7005931001,005935,KP,,SAMSUNG ELECTRONICS-PREF,Equity,BBG000BG4Q36,KR,KR,1.0,True,KR,005935
SAMSUNG SDS CO LTD,KR7018260000,KR7018260000,018260,KP,,SAMSUNG SDS CO LTD,Equity,BBG0077VG4T1,KR,KR,1.0,True,KR,018260
SAMSUNG SECURITIES CO LTD,KR7016360000,KR7016360000,016360,KP,,SAMSUNG SECURITIES CO LTD,Equity,BBG000BFWM63,KR,KR,1.0,True,KR,016360
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,INE775A01035,INE775A01035,MOTHERSO,IB,,SAMVARDHANA MOTHERSON INTERN,Equity,BBG000CWNKS5,IN,IN,1.0,True,IN,MOTHERSO
SAMYANG FOODS CO LTD,KR7003230000,KR7003230000,003230,KP,,SAMYANG FOODS CO LTD,Equity,BBG000BD3LC5,KR,KR,1.0,True,KR,003230
SAN AI OBBLI CO LTD,JP3323600001,JP3323600001,8097,JT,,SAN-AI OBBLI CO LTD,Equity,BBG000BMTCG3,JP,JP,1.0,True,JP,8097
SANDFIRE RESOURCES LIMITED ORDINARY FULLY PAID,AU000000SFR8,AU000000SFR8,SFR,AT,,SANDFIRE RESOURCES LTD,Equity,BBG000JTYKD9,AU,AU,1.0,True,AU,SFR
SANDOZ GROUP ORD SHS,CH1243598427,CH1243598427,SDZ,SE,,SANDOZ GROUP AG,Equity,BBG01J3DD3T3,CH,CH,1.0,True,CH,SDZ
SANDS CHINA LIMITED,KYG7800X1079,KYG7800X1079,SCHYF,PQ,,SANDS CHINA LTD,Equity,BBG0039FX637,KY,US,1.0,True,US,SCHYF
SANDSTORM GOLD LTD,CA80013R2063,CA80013R2063,SSL,CT,,SANDSTORM GOLD LTD,Equity,BBG000QV6RM2,CA,CA,1.0,True,CA,SSL
